Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA
SP1,29/10/2006,Betis,Mallorca,0,1,A,0,0,D,5,13,1,1,18,23,2,4,2,5,1,0,2,3.2,3.75,1.9,3.3,3.65,2.05,3.1,3.7,2.1,3,3.3,1.83,3.2,3.75,1.9,3.3,3.65,2.1,3.1,3.1,2.1,3,3.5,2,3.2,3.25,48,2.17,1.99,3.3,3.19,4,3.55
SP1,29/10/2006,Celta,Sevilla,1,2,A,1,1,D,11,11,5,7,13,11,2,5,3,2,0,0,2.5,3.2,2.75,2.65,3.15,2.45,2.7,3,2.7,2.6,3,2.6,2.5,3.2,2.5,2.55,3.3,2.45,2.62,3.1,2.37,2.62,2.8,2.75,2.6,3.2,2.4,48,2.75,2.62,3.3,3.12,2.75,2.55
SP1,29/10/2006,Getafe,La Coruna,2,0,H,1,0,H,11,10,5,4,13,15,8,1,0,2,0,0,2.37,3.2,2.9,2.3,3.2,2.8,2.35,3,3.1,2.3,3,2.9,2.25,3,2.87,2.25,3.3,2.8,2.3,3.1,2.75,2.25,3,3.1,2.35,3.1,2.65,48,2.4,2.32,3.3,3.11,3.15,2.9
SP1,29/10/2006,Levante,Espanol,0,0,D,0,0,D,12,7,4,0,27,19,8,0,3,3,0,0,2.25,3.25,3.1,2.1,3.2,3.2,2.2,3.1,3.3,2.1,3,3.3,2.1,3,3.2,2.2,3.2,3,2.2,3.1,2.87,2.1,3,3.4,2.1,3.2,3,48,2.25,2.15,3.25,3.14,3.5,3.19
SP1,29/10/2006,Osasuna,Ath Bilbao,1,1,D,0,1,A,10,12,3,5,16,15,8,7,4,2,0,0,2,3.2,3.75,1.9,3.35,3.6,2,3.1,3.9,2,3.1,3.4,1.8,3,4.33,1.9,3.25,3.75,2,3,3.4,1.91,3.1,4,1.85,3.25,3.7,47,2.1,1.94,3.3,3.19,4.25,3.73
SP1,29/10/2006,Sociedad,Villarreal,0,1,A,0,0,D,14,10,3,5,10,17,7,7,1,1,0,0,2.87,3.2,2.4,2.8,3.15,2.35,2.9,3.1,2.4,2.8,3,2.4,2.5,3.2,2.5,2.7,3.2,2.4,2.6,3.1,2.4,3,3,2.3,2.6,3.2,2.35,47,3,2.82,3.25,3.11,2.5,2.37
SP1,04/11/2006,La Coruna,Barcelona,1,1,D,0,1,A,21,11,4,2,16,27,5,2,4,6,0,0,4.33,3.3,1.83,4,3.4,1.8,4.25,3.3,1.83,4,3,1.9,4.33,3.2,1.73,4.2,3.25,1.8,3.6,3.1,1.9,3.75,3.25,1.91,4,3.3,1.75,45,5.11,4.09,3.5,3.27,2,1.84
SP1,04/11/2006,Levante,Sociedad,2,0,H,1,0,H,11,10,3,3,22,15,6,2,4,1,0,0,2,3.2,3.75,1.95,3.25,3.55,1.95,3.25,3.85,2,3,3.6,1.8,3.2,4,1.91,3.2,3.75,1.9,3.1,3.6,2,3.25,3.4,1.9,3.2,3.5,47,2.02,1.92,3.31,3.21,4.15,3.74
SP1,04/11/2006,Mallorca,Ath Madrid,0,0,D,0,0,D,13,9,1,3,19,15,2,8,2,2,0,0,2.6,3.1,2.7,2.55,3.2,2.5,2.6,3.2,2.6,2.6,3,2.6,2.38,3.2,2.6,2.5,3.1,2.62,2.37,3.1,2.62,2.62,3.2,2.5,2.5,3.1,2.5,45,2.8,2.56,3.2,3.09,2.8,2.62
SP1,05/11/2006,Ath Bilbao,Santander,0,0,D,0,0,D,7,13,1,2,12,17,7,4,0,3,1,0,2.1,3.1,3.6,2.05,3.2,3.3,2.1,3.25,3.4,2,2.9,3.7,2.1,3.2,3,2.1,3.2,3.2,2.1,3.1,3.1,2.25,3,3,2,3.2,3.25,47,2.2,2.09,3.3,3.13,3.7,3.35
SP1,05/11/2006,Espanol,Valencia,1,1,D,1,1,D,19,9,5,3,24,20,1,5,2,3,1,0,3.75,3.2,2,3.65,3.3,1.9,3.85,3.25,1.95,3.6,3,2,3.2,3.2,2,3.5,3.2,2,3.3,3.1,2,3.4,3.25,2,3.2,3.2,2,44,3.9,3.6,3.3,3.19,2.07,1.97
SP1,05/11/2006,Real Madrid,Celta,1,2,A,1,1,D,18,10,6,3,23,22,14,3,3,2,0,0,1.36,4.33,9,1.3,4.5,9,1.36,4.5,8.5,1.3,4.4,8.5,1.33,4,8,1.33,4.5,8,1.36,3.75,8,1.4,3.75,8,1.33,4.1,8,42,1.4,1.35,4.5,4.25,9.85,8.48
SP1,05/11/2006,Recreativo,Gimnastic,2,1,H,1,1,D,15,8,9,2,13,27,9,2,1,4,0,1,1.9,3.25,4,1.8,3.4,4,1.91,3.3,4,1.85,3.1,4,1.8,3.2,4,1.8,3.4,4,1.8,3.1,4,1.73,3.3,4.5,1.8,3.25,3.9,46,2.07,1.87,3.41,3.26,4.25,3.92
SP1,05/11/2006,Sevilla,Osasuna,2,0,H,0,0,D,24,8,15,4,19,24,7,5,3,8,0,0,1.5,3.6,7.5,1.45,3.85,6.5,1.5,3.75,7,1.5,3.5,6.3,1.44,3.6,6.5,1.44,3.75,7,1.44,3.6,6.5,1.5,3.5,6.5,1.45,3.6,6.5,47,1.54,1.47,3.9,3.64,7.75,6.94
SP1,05/11/2006,Villarreal,Betis,3,2,H,1,1,D,10,10,6,2,20,16,3,6,3,1,0,0,1.66,3.4,5.5,1.65,3.5,4.75,1.7,3.4,5,1.65,3.4,4.7,1.67,3.3,4.5,1.62,3.4,5.25,1.66,3.3,4.5,1.57,3.5,5.5,1.65,3.25,4.7,47,1.8,1.67,3.5,3.36,5.85,5
SP1,05/11/2006,Zaragoza,Getafe,3,1,H,1,0,H,19,9,10,3,19,16,10,3,2,3,0,1,1.9,3.25,4,1.8,3.35,4,1.91,3.3,4,1.85,3,4.2,1.73,3.2,4.33,1.91,3.2,3.75,1.9,3.1,3.6,2,3.25,3.4,1.8,3.25,3.75,46,1.95,1.87,3.45,3.24,4.55,3.93
SP1,11/11/2006,Ath Madrid,Villarreal,3,1,H,2,1,H,25,7,13,3,20,15,13,1,3,2,0,1,2.1,3.1,3.6,1.9,3.25,3.75,2.05,3.25,3.5,2.2,2.9,3.2,2,3,3.5,2,3.2,3.5,2.1,3.1,3.1,2.2,3.2,3,2,3.2,3.25,49,2.2,2.1,3.3,3.15,3.6,3.31
SP1,11/11/2006,Valencia,Ath Bilbao,1,1,D,1,0,H,9,13,3,2,22,21,8,6,1,2,0,0,1.44,4,7.5,1.4,4,7.25,1.45,3.75,7.5,1.45,3.6,7,1.4,3.75,7,1.44,3.75,7,1.44,3.6,6.5,1.4,3.75,8,1.45,3.6,6.5,47,1.5,1.44,4,3.79,8,7.29
SP1,12/11/2006,Barcelona,Zaragoza,3,1,H,1,1,D,9,12,4,4,23,16,7,5,4,5,1,1,1.44,4,7.5,1.4,4,7.25,1.45,3.75,7.5,1.5,3.5,6.3,1.44,3.6,6.5,1.36,4.2,8,1.44,3.75,6,1.44,3.6,7.5,1.45,3.75,6,46,1.5,1.43,4.33,3.91,8.3,7.3
SP1,12/11/2006,Betis,Levante,2,1,H,1,0,H,12,17,4,6,17,20,3,4,2,3,0,1,2,3.2,3.8,2,3.25,3.4,2.05,3.25,3.5,2,3.1,3.4,2,3.2,3.2,2.05,3.2,3.3,2.1,3.1,3.1,1.91,3.2,3.75,2,3.2,3.25,48,2.1,2.01,3.3,3.19,3.8,3.5
SP1,12/11/2006,Celta,Recreativo,1,2,A,0,0,D,12,13,4,5,14,20,11,2,2,1,1,0,1.75,3.5,4.5,1.75,3.3,4.35,1.8,3.3,4.5,1.7,3.3,4.5,1.72,3.2,4.33,1.83,3.25,4,1.83,3.2,3.75,1.73,3.4,4.33,1.75,3.25,4.2,48,1.9,1.79,3.5,3.29,4.7,4.26
SP1,12/11/2006,Getafe,Mallorca,1,0,H,0,0,D,13,12,2,3,24,17,5,6,2,2,0,0,2,3.2,3.75,1.75,3.45,4.15,1.9,3.25,4,1.9,3,4,1.83,3,4,1.85,3.2,4,1.95,3.1,3.5,1.91,3.2,3.75,1.9,3.25,3.5,49,2,1.91,3.4,3.2,4.3,3.84
SP1,12/11/2006,Gimnastic,La Coruna,0,0,D,0,0,D,7,12,2,4,14,14,5,3,1,1,0,0,2.9,3.2,2.37,3.05,3.15,2.2,3.1,3.1,2.25,3.1,3,2.2,2.8,3.2,2.2,3.1,3.1,2.2,2.8,3.1,2.25,2.7,3.2,2.38,2.75,3.25,2.2,43,3.3,2.97,3.25,3.12,2.38,2.26
SP1,12/11/2006,Osasuna,Real Madrid,1,4,A,0,3,A,15,13,7,6,23,20,5,2,7,1,0,0,4.33,3.4,1.8,4.75,3.5,1.65,4.75,3.3,1.75,4.5,3.3,1.7,4,3.2,1.8,4.6,3.5,1.67,4.2,3.25,1.72,4.33,3.4,1.73,4.5,3.25,1.7,46,4.9,4.52,3.5,3.31,1.85,1.75
SP1,12/11/2006,Santander,Sevilla,0,0,D,0,0,D,9,11,3,0,27,17,5,4,1,4,0,0,3.75,3.2,2,4,3.2,1.85,3.6,3.2,2,3.6,3,2,3.5,3.2,1.9,3.75,3.2,1.91,3.5,3.1,1.95,3.75,3.2,1.91,3.5,3.25,1.9,49,3.9,3.59,3.35,3.2,2.05,1.96
SP1,12/11/2006,Sociedad,Espanol,1,1,D,1,0,H,6,8,3,4,23,16,8,4,1,2,0,0,2.37,3.1,3,2.2,3.2,3,2.3,3.1,3,2.4,3,2.8,2.37,3.2,2.6,2.3,3.1,2.9,2.37,3,2.7,2.25,3.2,2.88,2.2,3.2,2.8,49,2.4,2.31,3.2,3.1,3.1,2.91
SP1,18/11/2006,Real Madrid,Santander,3,1,H,1,0,H,13,17,6,10,25,19,4,5,6,4,1,0,1.25,5,13,1.25,5,10,1.27,5,10,1.25,4.6,10.5,1.25,4.5,10,1.25,5,10,1.28,4.33,8.5,1.18,5.5,13,1.22,5,9,47,1.32,1.26,5.5,4.79,13,10.37
SP1,18/11/2006,Sevilla,Valencia,3,0,H,1,0,H,17,8,6,4,10,15,4,2,2,2,0,1,2.25,3.1,3.2,2.1,3.2,3.2,2.1,3.2,3.25,2.2,3,3.1,2,3.2,3.2,2.1,3.2,3.2,2.05,3,3.3,2.2,3.2,3,2.2,3,3,48,2.5,2.19,3.25,3.11,3.45,3.13
SP1,19/11/2006,Espanol,Ath Bilbao,3,2,H,0,0,D,10,7,4,5,19,17,6,2,4,1,0,0,2.2,3.1,3.3,2.1,3.05,3.35,2.15,3.1,3.3,2.2,2.9,3.2,2,3,3.5,2.1,3,3.4,2.15,2.8,3.3,2.1,3.1,3.3,2.1,3.2,3,47,2.3,2.15,3.2,3.06,3.65,3.25
SP1,19/11/2006,La Coruna,Celta,0,1,A,0,0,D,21,3,11,2,33,23,6,2,3,3,1,0,2,3.2,3.75,1.85,3.35,3.8,1.95,3.2,3.75,1.9,3.1,3.8,1.83,3,4,1.91,3.2,3.75,1.9,3,3.75,1.91,3.2,3.75,1.9,3.2,3.5,42,2.1,1.93,3.3,3.17,4.33,3.75
SP1,19/11/2006,Levante,Ath Madrid,0,3,A,0,1,A,4,13,0,4,23,18,5,1,2,3,1,0,2.7,3.1,2.6,2.7,3.15,2.4,2.8,3.1,2.4,2.7,3,2.5,2.5,3.2,2.5,2.75,3.1,2.4,2.5,3.1,2.5,2.88,3,2.38,2.65,3.1,2.35,46,2.95,2.74,3.25,3.08,2.61,2.44
SP1,19/11/2006,Mallorca,Barcelona,1,4,A,0,1,A,6,9,2,5,23,18,3,5,1,1,1,0,6,3.6,1.61,6,3.85,1.48,6,3.5,1.55,5.5,3.5,1.55,6,3.4,1.5,5.25,3.6,1.57,5.5,3.3,1.57,5,3.5,1.62,5.5,3.6,1.5,43,6.85,5.73,3.75,3.51,1.67,1.56
SP1,19/11/2006,Recreativo,Osasuna,2,0,H,1,0,H,14,3,5,1,13,18,12,1,0,3,0,0,2.1,3.2,3.5,2.1,3.15,3.25,2.1,3.2,3.25,2.1,3.1,3.2,1.9,3.2,3.5,2.2,3.1,3.1,2.05,3.1,3.2,2.2,3.2,3,2,3.25,3.25,46,2.25,2.11,3.25,3.13,3.75,3.26
SP1,19/11/2006,Sociedad,Betis,0,0,D,0,0,D,5,11,2,0,18,19,3,7,2,3,0,0,2.4,3.2,2.87,2.35,3.15,2.8,2.35,3.2,2.8,2.3,3,2.9,2.37,3.2,2.6,2.38,3.2,2.75,2.3,3.1,2.75,2.3,3.2,2.8,2.3,3.1,2.75,47,2.5,2.36,3.2,3.12,3.1,2.81
SP1,19/11/2006,Villarreal,Getafe,1,0,H,0,0,D,13,9,4,2,20,17,7,9,0,2,0,0,2,3,4,1.9,3.3,3.65,1.95,3.2,3.75,1.9,3,4,1.8,3.2,4,1.91,3.2,3.75,1.95,3.1,3.5,1.83,3.2,4,1.9,3.2,3.5,46,2.05,1.91,3.3,3.18,4.6,3.8
SP1,19/11/2006,Zaragoza,Gimnastic,3,0,H,0,0,D,11,12,6,4,18,20,1,13,1,2,0,0,1.44,4,7.5,1.3,4.5,9,1.4,4,7.5,1.4,3.7,7.5,1.33,3.75,9,1.36,4.2,8,1.36,3.75,8,1.36,4,8.5,1.35,3.75,8,44,1.44,1.38,4.75,3.96,10,8.31
SP1,25/11/2006,Ath Madrid,Sociedad,1,1,D,0,1,A,14,6,5,1,12,20,6,2,2,3,0,0,1.4,4,9,1.4,4,7.25,1.4,4.2,8,1.4,3.7,7.5,1.36,3.75,8,1.4,4,7.5,1.4,3.75,7,1.33,4.2,9,1.35,4,7.5,46,1.45,1.4,4.3,3.95,9.45,7.79
SP1,25/11/2006,Barcelona,Villarreal,4,0,H,1,0,H,18,11,12,4,15,13,11,3,2,5,0,0,1.36,4.5,8,1.4,4,7.25,1.4,4.2,8,1.4,3.7,7.5,1.36,3.75,8,1.36,4.2,8,1.36,3.75,8,1.4,3.75,8.5,1.33,4,8,45,1.43,1.38,4.5,4.05,9.45,7.86
SP1,26/11/2006,Ath Bilbao,Sevilla,1,3,A,0,2,A,16,11,6,3,19,18,7,3,3,3,0,0,3.4,3.25,2.1,3.25,3.15,2.05,3.4,3.2,2.1,3.3,3,2.1,3.2,3.2,2,3.4,3.25,2,3.2,3.1,2.05,3.5,3.2,2,3,3.2,2.1,45,3.58,3.34,3.25,3.16,2.2,2.08
SP1,26/11/2006,Betis,Espanol,1,1,D,1,0,H,9,8,4,2,15,14,8,4,3,2,0,0,2,3.2,3.75,1.95,3.1,3.75,2,3.2,3.75,2,3,3.6,1.83,3.2,3.75,2,3.15,3.5,2,3,3.4,1.83,3,4.5,2,3,3.5,44,2,1.97,3.3,3.14,4.5,3.68
SP1,26/11/2006,Celta,Zaragoza,1,1,D,0,1,A,25,6,4,4,18,17,7,5,1,2,1,1,2.37,3.2,2.9,2.45,3.15,2.65,2.4,3.2,2.85,2.3,3.1,2.8,2.37,3.2,2.6,2.4,3.1,2.75,2.37,3.1,2.62,2.25,3.2,2.88,2.35,3.1,2.65,45,2.45,2.38,3.3,3.13,3,2.79
SP1,26/11/2006,Getafe,Levante,0,0,D,0,0,D,11,15,2,7,16,33,9,7,1,3,0,0,1.72,3.4,5,1.7,3.5,4.35,1.77,3.4,4.5,1.75,3.2,4.3,1.72,3.2,4.33,1.8,3.25,4.2,1.72,3.1,4.5,1.57,3.5,5.5,1.75,3.4,4,45,1.8,1.73,3.5,3.31,5.5,4.58
SP1,26/11/2006,Gimnastic,Mallorca,2,3,A,1,0,H,15,20,5,9,21,15,4,12,4,0,0,0,2.4,3.2,2.87,2.5,3.15,2.6,2.5,3.1,2.8,2.5,3,2.7,2.6,3.2,2.37,2.5,3,2.7,2.4,3.1,2.6,2.6,3,2.6,2.4,3.2,2.5,45,2.63,2.49,3.2,3.06,2.88,2.7
SP1,26/11/2006,Osasuna,La Coruna,4,1,H,2,1,H,15,8,7,3,16,18,4,3,3,2,0,0,2.4,3.2,2.87,2.5,3.15,2.6,2.5,3.1,2.75,2.5,3,2.7,2.37,3,2.75,2.5,3,2.7,2.4,3.1,2.6,2.4,3.2,2.7,2.4,3.1,2.6,45,2.6,2.46,3.2,3.09,3,2.72
SP1,26/11/2006,Santander,Recreativo,4,3,H,3,1,H,9,10,6,6,26,19,2,4,3,3,0,1,2.25,3.2,3.1,2.1,3.15,3.25,2.2,3.2,3.2,2.2,2.9,3.2,2.1,3.2,3,2.2,3.1,3.1,2.25,3.1,2.8,2.2,3.2,3,2.1,3.2,3,44,2.3,2.2,3.2,3.13,3.4,3.1
SP1,26/11/2006,Valencia,Real Madrid,0,1,A,0,0,D,18,9,4,3,17,23,8,2,2,3,0,0,2.75,3.2,2.5,2.6,3.15,2.5,2.7,3.2,2.5,2.7,3,2.5,2.5,3.2,2.5,2.6,3.2,2.5,2.7,3,2.37,2.6,3.2,2.5,2.6,3.1,2.4,45,2.85,2.7,3.2,3.12,2.65,2.48
SP1,02/12/2006,Betis,Ath Madrid,0,1,A,0,1,A,11,15,3,5,11,24,3,5,2,0,0,0,2.6,3.1,2.7,2.6,3.15,2.5,2.6,3.2,2.6,2.7,3,2.5,2.37,3,2.75,2.7,3.2,2.4,2.7,3,2.37,2.5,3,2.7,2.5,3.1,2.5,46,2.72,2.59,3.2,3.1,2.75,2.56
SP1,02/12/2006,Levante,Barcelona,1,1,D,0,1,A,16,15,8,4,24,14,8,3,1,2,0,0,7.5,4,1.44,7.15,4.15,1.4,7.5,4,1.42,6.5,3.7,1.45,8,4,1.33,7.5,4,1.4,7,3.75,1.4,8,4.33,1.33,7,3.75,1.4,46,8,7.3,4.33,3.9,1.46,1.41
SP1,02/12/2006,Recreativo,Valencia,2,0,H,1,0,H,7,11,6,1,14,13,3,4,1,3,0,0,3.3,3.2,2.15,3.6,3.35,1.9,3.4,3.2,2.1,3.1,3,2.2,2.8,3.2,2.2,3.2,3.2,2.1,2.87,3,2.25,3,3.2,2.2,2.8,3.2,2.2,47,3.4,3.16,3.25,3.16,2.3,2.14
SP1,03/12/2006,Espanol,Sevilla,2,1,H,0,1,A,15,8,7,3,19,19,10,6,4,1,1,0,3.75,3.2,2,3.4,3.2,2,3.4,3.2,2.1,3.3,3,2.1,3.2,3,2.1,3.2,3.2,2.1,3.2,3,2.1,3.5,3.2,2,3.25,3.2,2,46,3.75,3.32,3.25,3.15,2.25,2.08
SP1,03/12/2006,La Coruna,Santander,0,0,D,0,0,D,11,9,1,3,21,14,4,3,5,1,1,2,1.9,3.1,4.33,1.7,3.4,4.5,1.85,3.25,4.25,1.8,3.1,4.2,1.8,3.2,4,1.91,3.25,3.75,1.8,3.1,4,1.91,3.2,3.75,1.75,3.25,4,47,2,1.86,3.35,3.2,4.45,4
SP1,03/12/2006,Mallorca,Celta,2,2,D,1,0,H,15,16,5,7,29,13,5,11,3,1,1,0,2.37,3,3.1,2.25,3.15,2.95,2.35,3.1,3,2.4,3,2.8,2.25,3,2.87,2.3,3.2,2.8,2.25,3.1,2.8,2.25,3.1,3,2.25,3.2,2.7,47,2.4,2.32,3.25,3.12,3.17,2.87
SP1,03/12/2006,Real Madrid,Ath Bilbao,2,1,H,0,1,A,14,9,6,4,27,16,6,3,5,3,0,1,1.22,5.5,13,1.25,5,9.75,1.25,5.25,11,1.25,4.7,10,1.2,5,11,1.22,5.5,10,1.22,4.8,10,1.18,5.5,13,1.22,5,9,46,1.27,1.23,5.6,5.13,13,11.02
SP1,03/12/2006,Sociedad,Getafe,0,0,D,0,0,D,5,13,2,3,17,19,7,7,2,4,0,0,2.5,3.1,2.8,2.6,3.15,2.5,2.5,3.1,2.8,2.4,3,2.8,2.5,2.87,2.62,2.4,3.2,2.7,2.5,3.1,2.5,2.4,3.2,2.7,2.35,3.1,2.6,47,2.55,2.43,3.2,3.12,2.95,2.72
SP1,03/12/2006,Villarreal,Gimnastic,2,0,H,2,0,H,10,9,4,2,14,27,0,6,2,2,0,0,1.44,4,7.5,1.45,3.9,6.35,1.44,4,7.5,1.45,3.7,6.5,1.36,3.75,8,1.4,4,7.5,1.44,3.6,6.5,1.4,3.75,8,1.45,3.6,6.5,45,1.47,1.43,4.05,3.82,8.7,7.27
SP1,03/12/2006,Zaragoza,Osasuna,1,2,A,1,0,H,15,11,3,2,19,19,10,1,1,4,0,0,1.53,3.8,6,1.45,3.75,6.75,1.52,3.75,6.5,1.55,3.5,5.5,1.44,3.6,6.5,1.5,3.8,6,1.5,3.4,6,1.44,3.75,7,1.5,3.6,5.5,45,1.57,1.52,3.8,3.64,7,6.12
SP1,09/12/2006,Barcelona,Sociedad,1,0,H,0,0,D,14,9,5,2,10,14,5,7,0,4,1,0,1.14,7,17,1.13,7,13,1.17,6.25,15,1.2,5,12,1.14,6,12,1.15,6,15,1.16,5.5,12,1.14,6.25,15,1.12,6.5,12,49,1.2,1.16,7.2,6.1,19,14.37
SP1,09/12/2006,Sevilla,Real Madrid,2,1,H,1,1,D,10,9,5,3,20,24,3,4,3,3,0,0,2.4,3.2,2.87,2.3,3.2,2.8,2.4,3.2,2.85,2.45,3.1,2.65,2.25,3.2,2.75,2.4,3.15,2.7,2.37,3,2.7,2.3,3.25,2.8,2.35,3.1,2.65,50,2.5,2.38,3.35,3.16,3.3,2.8
SP1,10/12/2006,Ath Bilbao,Recreativo,4,2,H,3,0,H,11,7,6,2,29,17,6,3,2,3,0,0,2.25,3.1,3.2,2.25,3.1,3,2.3,3.2,3,2.3,3,2.9,2.25,3,2.88,2.2,3.1,3.1,2.37,3.1,2.62,2.3,3.2,2.8,2.2,3.1,2.9,49,2.38,2.26,3.35,3.12,3.3,2.98
SP1,10/12/2006,Ath Madrid,Espanol,1,2,A,0,1,A,19,7,5,3,17,28,5,3,3,4,0,0,1.8,3.3,4.5,1.6,3.4,5.45,1.8,3.3,4.5,1.65,3.3,4.9,1.62,3.25,5,1.7,3.4,4.5,1.61,3.3,5,1.62,3.3,5.5,1.65,3.1,5,49,1.9,1.71,3.4,3.26,5.5,4.84
SP1,10/12/2006,Celta,Villarreal,1,1,D,1,0,H,7,7,4,2,15,11,5,3,0,1,0,0,2.37,3.1,3,2.3,3.15,2.85,2.35,3.1,3,2.3,3,2.9,2.25,3,2.88,2.4,3.1,2.75,2.2,3.1,2.87,2.1,3.2,3.25,2.25,3.1,2.8,49,2.4,2.31,3.2,3.11,3.2,2.9
SP1,10/12/2006,Getafe,Betis,1,1,D,0,0,D,12,13,3,7,20,20,4,4,2,4,1,0,2,3,4,1.85,3.25,3.95,2,3.2,3.8,1.9,3.1,3.8,1.83,3,4,1.91,3.25,3.75,1.8,3.1,4,1.83,3.2,4.2,1.8,3.25,3.75,50,2.1,1.91,3.3,3.19,4.4,3.82
SP1,10/12/2006,Gimnastic,Levante,2,1,H,1,1,D,9,11,3,3,26,24,4,8,2,2,0,0,2.37,3.1,3,2.45,3.15,2.65,2.45,3.2,2.8,2.5,3,2.7,2.5,3.2,2.5,2.4,3.1,2.75,2.37,3.1,2.62,2.3,3.2,2.8,2.3,3.1,2.75,48,2.5,2.4,3.2,3.12,3,2.76
SP1,10/12/2006,Osasuna,Mallorca,3,0,H,0,0,D,9,13,5,3,21,19,1,4,1,3,0,1,2.1,3.2,3.5,2.1,3.1,3.3,2.1,3.2,3.4,2.1,3,3.3,2.1,3,3.2,2.1,3.1,3.3,2.1,3.1,3.1,1.91,3.25,3.75,2,3.2,3.2,50,2.15,2.06,3.25,3.15,3.75,3.39
SP1,10/12/2006,Santander,Zaragoza,0,2,A,0,0,D,11,13,1,3,25,15,6,3,1,2,0,0,3.1,3.2,2.25,2.6,3.15,2.5,3,3.2,2.3,2.7,3,2.5,2.6,3.2,2.38,2.8,3.2,2.3,2.5,3.1,2.5,2.7,3.2,2.38,2.8,3.1,2.25,50,3.25,2.83,3.25,3.15,2.5,2.35
SP1,10/12/2006,Valencia,La Coruna,4,0,H,2,0,H,17,6,5,1,16,11,7,5,0,2,0,1,1.66,3.4,5.5,1.65,3.3,5.15,1.7,3.35,5.25,1.75,3.2,4.3,1.57,3.25,5.5,1.67,3.4,4.8,1.7,3.2,4.5,1.57,3.5,5.5,1.6,3.25,5,49,1.75,1.67,3.5,3.33,5.75,5.13
SP1,16/12/2006,La Coruna,Ath Bilbao,0,2,A,0,1,A,11,8,4,3,19,23,9,2,2,1,1,0,2,3.2,3.75,1.8,3.35,4,2.05,3.2,3.6,2,3.1,3.4,1.9,3.2,3.5,2,3.25,3.4,1.95,3.1,3.5,1.91,3.2,3.75,1.9,3.25,3.5,48,2.2,1.97,3.4,3.18,4,3.62
SP1,16/12/2006,Mallorca,Santander,1,2,A,1,0,H,14,11,4,3,22,34,6,5,3,4,0,0,2.1,3.1,3.6,2.1,3.1,3.3,2.1,3.1,3.4,2,2.9,3.7,2.1,3,3.2,2,3.1,3.6,2.05,3.1,3.2,2.1,3,3.4,2.1,2.9,3.25,49,2.25,2.09,3.2,3.08,3.75,3.39
SP1,16/12/2006,Zaragoza,Valencia,0,1,A,0,1,A,13,7,4,2,15,22,6,3,1,5,0,0,2.3,3.1,3.1,2.25,3.2,2.9,2.3,3.2,2.9,2.3,3,2.9,2.37,3,2.75,2.3,3.1,2.9,2.25,3.1,2.8,2.3,3.2,2.8,2.2,3.2,2.8,50,2.4,2.31,3.3,3.13,3.1,2.91
SP1,17/12/2006,Ath Madrid,Getafe,1,0,H,1,0,H,13,10,3,3,13,17,6,4,1,3,0,0,1.75,3.3,4.75,1.7,3.4,4.5,1.75,3.3,4.5,1.8,3,4.4,1.72,3.2,4.33,1.73,3.4,4.33,1.72,3.2,4.33,1.73,3.3,4.5,1.75,3.25,4,49,1.85,1.75,3.4,3.26,5.25,4.53
SP1,17/12/2006,Espanol,Real Madrid,0,1,A,0,0,D,20,14,4,3,23,20,5,7,2,3,0,1,4,3.25,1.9,4.3,3.35,1.75,3.8,3.3,1.95,3.8,3.1,1.9,3.75,3.2,1.83,3.75,3.25,1.91,3.8,3.25,1.8,3.75,3.25,1.91,3.6,3.25,1.85,49,4.2,3.88,3.3,3.23,2.05,1.89
SP1,17/12/2006,Levante,Celta,1,1,D,0,1,A,19,7,2,3,21,11,11,1,1,3,0,0,2.5,3.2,2.75,2.5,3.15,2.6,2.45,3.1,2.75,2.6,3,2.6,2.37,3.2,2.6,2.5,3.1,2.62,2.4,3.1,2.6,2.4,3.2,2.7,2.4,3.1,2.6,48,2.63,2.49,3.2,3.12,2.85,2.67
SP1,17/12/2006,Recreativo,Sevilla,1,3,A,1,2,A,17,10,9,4,21,21,5,2,2,4,0,1,3.6,3.3,2,3.2,3.2,2.1,3.3,3.2,2.1,3.2,3.1,2.1,3.2,3.2,2,3.3,3.1,2.1,3.2,3.1,2.05,3,3.2,2.2,3.25,3.2,2,47,3.65,3.3,3.3,3.18,2.2,2.08
SP1,17/12/2006,Sociedad,Gimnastic,3,2,H,0,1,A,12,9,4,3,25,33,4,2,2,7,0,0,1.9,3.25,4,1.8,3.3,4.1,1.9,3.2,4,1.85,3.1,4,1.8,3.3,3.75,1.85,3.2,4,1.9,3.1,3.6,1.91,3.25,3.75,1.85,3.2,3.75,47,1.95,1.88,3.32,3.23,4.4,3.88
SP1,17/12/2006,Villarreal,Osasuna,1,4,A,0,2,A,10,18,3,6,23,15,3,4,4,2,0,0,1.9,3.25,4,1.7,3.4,4.5,1.75,3.3,4.5,1.8,3,4.4,1.72,3.2,4.33,1.8,3.4,4,1.8,3.1,4,1.75,3.25,4.5,1.8,3.25,4,49,1.95,1.82,3.4,3.24,4.6,4.17
