Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA
SP1,19/12/2006,Ath Bilbao,Zaragoza,0,0,D,0,0,D,11,6,2,2,24,17,3,2,3,4,0,0,2.62,3.2,2.62,2.5,3.15,2.6,2.7,3.25,2.45,2.65,3.1,2.45,2.37,3.2,2.6,2.6,3.2,2.5,2.62,3.2,2.3,2.62,3.1,2.5,2.6,3.1,2.4,39,2.7,2.58,3.25,3.17,2.9,2.54
SP1,19/12/2006,Valencia,Mallorca,3,1,H,1,0,H,12,12,6,2,19,16,3,4,5,3,0,0,1.4,4.33,7.5,1.4,4.2,6.75,1.4,4.25,7.5,1.35,4,8,1.4,3.75,7,1.4,4,7.5,1.4,3.75,7,1.36,4,8.5,1.35,3.75,8,40,1.4,1.38,4.35,4,9.9,7.82
SP1,20/12/2006,Celta,Sociedad,0,0,D,0,0,D,20,9,4,3,15,17,5,2,1,0,0,0,1.66,3.4,5.5,1.65,3.45,4.85,1.7,3.3,5,1.65,3.4,4.7,1.66,3.3,4.5,1.67,3.3,5,1.61,3.3,5,1.62,3.4,5.5,1.65,3.25,4.5,40,1.94,1.77,3.4,3.24,5,4.5
SP1,20/12/2006,Getafe,Espanol,0,1,A,0,0,D,7,9,2,6,17,36,4,4,2,2,1,1,2,3.2,3.75,2.05,3.15,3.35,2.1,3.2,3.45,2,3,3.6,2.1,3.2,3,2.1,3.2,3.2,1.83,3.2,3.75,1.91,3.25,3.75,1.9,3.2,3.5,41,2.37,2.15,3.2,3.11,3.5,3.27
SP1,20/12/2006,Gimnastic,Betis,0,1,A,0,0,D,15,17,2,5,20,25,8,2,2,0,0,0,2.6,3.2,2.62,2.6,3.15,2.5,2.6,3.1,2.65,2.5,3.1,2.6,2.5,3.2,2.5,2.6,3.2,2.5,2.3,3.1,2.75,2.5,3.1,2.62,2.5,3.1,2.5,38,2.88,2.59,3.2,3.12,2.75,2.58
SP1,20/12/2006,Osasuna,Levante,2,1,H,0,0,D,18,10,8,2,13,23,4,0,3,4,0,1,1.72,3.6,4.5,1.7,3.3,4.75,1.75,3.25,5,1.7,3.3,4.5,1.66,3.3,4.5,1.75,3.25,4.5,1.66,3.3,4.5,1.67,3.3,5,1.65,3.25,4.5,39,1.75,1.67,3.65,3.39,5.8,4.9
SP1,20/12/2006,Real Madrid,Recreativo,0,3,A,0,1,A,4,12,1,5,19,12,5,2,2,2,0,0,1.3,4.5,12,1.25,5,9.6,1.3,4.75,9,1.25,4.7,10,1.28,4.33,9,1.28,4.75,9,1.3,4.2,8.5,1.33,4.5,8,1.3,4.35,8,41,1.3,1.27,5.35,4.77,15,10.17
SP1,20/12/2006,Santander,Villarreal,2,1,H,0,0,D,13,11,6,3,18,14,9,4,2,1,0,0,2.4,3.3,2.8,2.4,3.05,2.8,2.45,3.1,2.8,2.4,3,2.8,2.25,3.2,2.75,2.4,3.1,2.75,2.3,3.1,2.75,2.38,3.1,2.8,2.35,3.1,2.65,40,2.45,2.34,3.3,3.14,3.3,2.87
SP1,20/12/2006,Sevilla,La Coruna,4,0,H,1,0,H,22,10,12,3,24,29,11,3,1,4,0,0,1.4,4.33,7.5,1.35,4.45,7.25,1.4,4.25,7.5,1.4,3.8,7,1.36,3.75,8,1.4,4,7.25,1.4,3.75,7,1.4,3.8,8,1.4,3.75,7,36,1.4,1.38,4.6,4.06,9.5,7.85
SP1,21/12/2006,Barcelona,Ath Madrid,1,1,D,1,0,H,13,6,4,2,20,25,6,4,4,5,0,0,1.44,4.33,6.5,1.4,4.25,6.5,1.4,4.25,7.5,1.45,3.7,6.5,1.4,3.75,7,1.44,4,6.5,1.4,3.75,7,1.44,3.8,7,1.35,4,7,36,1.55,1.44,4.25,3.9,7.5,6.85
SP1,06/01/2007,Ath Madrid,Gimnastic,0,0,D,0,0,D,19,12,6,2,15,21,7,8,2,3,1,0,1.3,4.75,10,1.25,5,9.75,1.28,5,10,1.27,4.4,10,1.25,4.5,10,1.25,5,10,1.28,4.2,9,1.29,4.75,9,1.3,4.35,8,33,1.36,1.28,5,4.69,12,9.68
SP1,06/01/2007,Sociedad,Osasuna,2,1,H,1,0,H,11,11,4,6,15,18,3,5,1,4,0,0,2.4,3.2,2.87,2.45,3.15,2.65,2.35,3.25,2.9,2.3,3.1,2.8,2.37,3,2.75,2.5,3.2,2.6,2.5,3.1,2.5,2.25,3.2,2.88,2.4,3.2,2.5,43,2.65,2.42,3.25,3.12,2.95,2.74
SP1,06/01/2007,Zaragoza,Sevilla,2,1,H,1,0,H,12,16,4,4,22,14,7,9,2,4,1,1,2.6,3.2,2.62,2.65,3.15,2.45,2.65,3.2,2.55,2.55,3.1,2.55,2.6,3.2,2.37,2.6,3.2,2.5,2.6,3.1,2.4,2.6,3.2,2.5,2.5,3.1,2.5,41,2.8,2.63,3.25,3.12,2.65,2.52
SP1,07/01/2007,Betis,Celta,1,0,H,0,0,D,15,9,4,0,25,25,6,4,5,5,0,1,2.37,3.2,2.9,2.4,3.15,2.7,2.35,3.2,2.9,2.3,3.1,2.8,2.25,3,2.87,2.4,3.1,2.75,2.3,3,2.8,2.25,3,3.1,2.3,3.2,2.65,41,2.4,2.33,3.2,3.09,3.2,2.87
SP1,07/01/2007,Espanol,Recreativo,0,1,A,0,0,D,11,13,0,4,14,19,8,7,2,1,0,0,2,3.2,3.75,1.9,3.25,3.75,2,3.2,3.75,2,3.1,3.4,2,3.2,3.2,2,3.2,3.5,1.95,3.1,3.5,2.05,3.25,3.25,2,3.2,3.2,40,2.1,1.99,3.3,3.18,3.81,3.53
SP1,07/01/2007,Getafe,Barcelona,1,1,D,0,0,D,13,8,3,3,28,13,6,4,0,1,1,0,5,3.4,1.72,5.35,3.45,1.6,5,3.3,1.7,3.8,3.2,1.85,4.5,3.3,1.66,5,3.4,1.65,4.5,3.3,1.66,4.75,3.4,1.67,4.5,3.25,1.65,43,5.65,4.97,3.5,3.36,1.75,1.66
SP1,07/01/2007,La Coruna,Real Madrid,2,0,H,1,0,H,19,8,3,1,17,23,1,3,3,4,0,0,4.33,3.3,1.83,4.35,3.5,1.7,4.5,3.3,1.8,3.8,3.1,1.9,4.5,3.3,1.66,4,3.4,1.8,4.2,3.25,1.72,4,3.25,1.83,3.75,3.25,1.8,42,4.75,4.2,3.55,3.29,1.9,1.79
SP1,07/01/2007,Levante,Santander,2,0,H,0,0,D,11,10,6,2,23,19,8,5,3,2,0,0,2.3,3.1,3.1,2.2,3.1,3.05,2.3,3.2,3,2.2,3,3.1,2.37,3.2,2.6,2.25,3.2,2.88,2.25,3.1,2.8,2.3,3.2,2.8,2.25,3.1,2.8,42,2.45,2.3,3.2,3.12,3.1,2.9
SP1,07/01/2007,Mallorca,Ath Bilbao,1,3,A,0,1,A,10,11,4,7,18,20,5,5,3,3,0,0,2.25,3.2,3.1,2.2,3.15,3.05,2.25,3.1,3.1,2.1,3,3.3,2.25,3.2,2.75,2.1,3.2,3.2,2.25,3.1,2.8,2.2,3.2,3,2.2,3.1,2.9,42,2.3,2.22,3.2,3.12,3.3,3.05
SP1,07/01/2007,Villarreal,Valencia,0,1,A,0,0,D,10,10,3,2,14,14,3,4,0,2,0,0,2.75,3.2,2.5,2.6,3.15,2.5,2.6,3.2,2.6,2.6,3,2.6,2.75,3.2,2.25,2.6,3.2,2.5,2.6,3.1,2.4,2.5,3.2,2.6,2.5,3.1,2.5,43,2.75,2.63,3.2,3.1,2.66,2.53
SP1,13/01/2007,Espanol,Barcelona,3,1,H,1,0,H,17,12,9,6,30,20,3,2,8,2,0,0,5.5,3.4,1.66,5.55,3.35,1.6,5.25,3.5,1.65,4.9,3.3,1.65,5,3.25,1.61,5,3.75,1.57,5,3.5,1.57,5.5,3.4,1.57,5,3.5,1.55,40,6.2,5.25,3.5,3.39,1.72,1.64
SP1,13/01/2007,Valencia,Levante,3,0,H,0,0,D,13,8,6,3,19,24,3,6,3,4,0,0,1.36,4.2,9.5,1.35,4.25,8,1.36,4.25,9,1.37,3.8,8,1.36,3.75,8,1.36,4.2,7.5,1.3,4.2,8.5,1.3,4.5,9,1.33,4.35,7,41,1.38,1.34,4.5,4.24,9.5,8.44
SP1,14/01/2007,Ath Bilbao,Villarreal,0,1,A,0,0,D,13,10,3,3,16,24,4,3,2,4,0,0,2.3,3.1,3.1,2.35,3.15,2.8,2.25,3.2,3.1,2.1,3.1,3.2,2.1,3.2,3,2.25,3.1,3,2.2,3.1,2.87,2.1,3.2,3.2,2.1,3.25,2.9,38,2.35,2.25,3.2,3.11,3.4,3.02
SP1,14/01/2007,Celta,Ath Madrid,1,3,A,0,2,A,19,12,4,7,9,22,7,3,1,3,0,0,2.6,3.2,2.62,2.45,3.15,2.65,2.5,3.2,2.7,2.5,3,2.7,2.5,3,2.6,2.5,3.1,2.62,2.5,3.1,2.5,2.3,3.2,2.8,2.5,3,2.6,42,2.7,2.49,3.23,3.1,2.95,2.68
SP1,14/01/2007,Gimnastic,Getafe,1,3,A,0,2,A,7,16,4,7,24,18,4,4,1,2,0,0,2.7,3.1,2.6,2.6,3.15,2.5,2.7,3.2,2.5,2.55,3.1,2.55,2.5,2.87,2.62,2.6,3.2,2.5,2.62,2.9,2.5,2.7,3,2.5,2.5,3.2,2.4,41,2.8,2.63,3.23,3.09,2.65,2.54
SP1,14/01/2007,Osasuna,Betis,5,1,H,2,1,H,17,14,11,5,17,14,5,6,1,3,0,0,2.05,3.2,3.6,1.95,3.25,3.55,2.05,3.2,3.6,1.9,3.1,3.8,1.9,3.2,3.5,2,3.2,3.5,1.9,3.1,3.6,1.95,3.2,3.6,1.9,3.25,3.4,42,2.1,1.97,3.33,3.2,3.9,3.59
SP1,14/01/2007,Real Madrid,Zaragoza,1,0,H,1,0,H,18,7,5,2,26,19,11,2,3,5,0,0,1.66,3.5,5,1.6,3.5,5.25,1.7,3.4,5,1.65,3.4,4.7,1.61,3.5,4.5,1.65,3.5,4.75,1.66,3.3,4.5,1.73,3.25,4.75,1.55,3.5,5,41,1.8,1.66,3.6,3.41,5.8,4.98
SP1,14/01/2007,Recreativo,La Coruna,1,1,D,1,1,D,10,14,2,4,21,19,6,2,3,3,0,0,2.25,3.2,3.1,2.15,3.1,3.2,2.2,3.2,3.2,2.2,3.1,3,2,3,3.5,2.2,3.1,3.1,2.1,3.1,3.1,2.1,3.2,3.2,2,3.25,3.25,42,2.3,2.17,3.25,3.14,3.5,3.15
SP1,14/01/2007,Santander,Sociedad,1,0,H,0,0,D,16,9,2,2,17,15,4,2,1,3,0,0,2.1,3.2,3.5,2,3.2,3.45,2.05,3.2,3.6,2.2,3,3.1,1.9,3.2,3.5,2,3.2,3.5,2,3.1,3.3,2.2,3.2,3,2,3.25,3.25,42,2.2,2.07,3.25,3.14,3.6,3.38
SP1,14/01/2007,Sevilla,Mallorca,1,2,A,1,0,H,9,14,2,5,19,25,2,9,1,2,0,0,1.33,4.5,9.5,1.35,4.25,8,1.33,4.5,9,1.35,4,8,1.28,4.33,9,1.33,4.5,8,1.33,4,8,1.3,4.5,9,1.33,4.35,7,41,1.37,1.33,4.85,4.34,11,8.51
SP1,20/01/2007,Ath Madrid,Osasuna,1,0,H,0,0,D,21,8,4,0,20,21,8,1,3,3,0,4,1.9,3.25,4,1.8,3.25,4.15,1.9,3.25,4,1.85,3.1,4,1.83,3,4,1.91,3.25,3.75,1.9,3.1,3.6,1.91,3.2,3.75,1.85,3.2,3.75,48,2,1.88,3.4,3.21,4.3,3.91
SP1,20/01/2007,Villarreal,Sevilla,0,0,D,0,0,D,6,5,3,2,28,18,4,2,4,6,0,0,2.87,3.2,2.4,2.65,3.15,2.45,2.85,3.2,2.4,2.7,3.1,2.4,2.75,3.2,2.25,2.8,3.2,2.3,2.6,3.1,2.4,2.88,3.2,2.25,2.75,3.1,2.3,47,3,2.8,3.4,3.15,2.5,2.37
SP1,21/01/2007,Barcelona,Gimnastic,3,0,H,1,0,H,11,5,5,0,18,23,1,1,1,2,0,0,1.12,7,21,1.15,6.5,13,1.15,6.5,17,1.15,5.7,14,1.14,6,12,1.13,6.5,15,1.14,5.5,15,1.12,6.5,19,1.1,6.5,17,41,1.16,1.14,7,6.39,21,15.99
SP1,21/01/2007,Betis,Santander,1,1,D,0,0,D,10,7,2,3,16,25,6,2,2,4,0,0,2.05,3.2,3.6,2,3.2,3.45,2.05,3.2,3.4,2.1,3,3.3,2,3.2,3.2,2.05,3.2,3.3,2.15,3.1,3,2.1,3.2,3.2,2,3.2,3.2,47,2.15,2.03,3.3,3.18,3.6,3.41
SP1,21/01/2007,Getafe,Celta,1,0,H,1,0,H,8,10,2,3,27,17,2,2,3,1,0,1,2.1,3.2,3.5,1.95,3.2,3.6,2.05,3.2,3.6,2.1,3.1,3.2,1.91,3,3.75,2.05,3.1,3.4,2.05,3.2,3.1,2,3.2,3.5,1.9,3.2,3.5,47,2.1,2.04,3.4,3.17,3.75,3.42
SP1,21/01/2007,La Coruna,Espanol,0,0,D,0,0,D,12,10,2,1,17,19,8,5,3,1,0,0,2.1,3.2,3.5,2.15,3.15,3.15,2.15,3.1,3.4,2.1,3.1,3.2,2.2,3,3,2.1,3.2,3.2,2,3.2,3.2,2.1,3.2,3.2,2.1,3.1,3.1,48,2.2,2.11,3.35,3.16,3.55,3.24
SP1,21/01/2007,Levante,Ath Bilbao,0,0,D,0,0,D,14,7,2,3,21,21,10,1,1,1,0,0,2.3,3.25,3,2.25,3.1,3,2.35,3.25,2.9,2.2,3,3.1,2.25,3.2,2.75,2.3,3.2,2.8,2.3,3.1,2.75,2.38,3.2,2.75,2.2,3.2,2.8,48,2.43,2.3,3.25,3.15,3.15,2.89
SP1,21/01/2007,Mallorca,Real Madrid,0,1,A,0,0,D,10,12,4,3,21,21,4,5,2,2,0,0,4.33,3.4,1.8,4.25,3.4,1.75,4.25,3.3,1.8,4,3.2,1.8,4.5,3.3,1.67,4.2,3.4,1.75,4.2,3.25,1.72,4,3.25,1.83,4.35,3.4,1.7,47,4.65,4.2,3.45,3.28,1.9,1.8
SP1,21/01/2007,Sociedad,Valencia,0,1,A,0,1,A,11,11,1,2,17,15,3,6,2,2,0,0,3.6,3.1,2.1,3.45,3.2,2,3.5,3.25,2.05,3.8,3.1,1.9,3.2,3.2,2,3.4,3.1,2.05,3.5,3.2,1.9,3.5,3.2,2,3.4,3.25,1.9,48,3.8,3.43,3.4,3.18,2.12,2.02
SP1,21/01/2007,Zaragoza,Recreativo,0,0,D,0,0,D,20,10,6,3,14,10,6,4,2,1,0,0,1.85,3.3,4.2,1.75,3.45,4.15,1.85,3.3,4.25,1.8,3.2,4,1.73,3.2,4.33,1.8,3.4,4,1.8,3.1,4,1.83,3.25,4,1.8,3.25,3.75,48,2,1.82,3.4,3.26,4.5,4.1
SP1,24/01/2007,Betis,Barcelona,1,1,D,1,0,H,11,9,4,5,19,16,4,7,2,4,0,0,6,3.6,1.57,5.5,3.65,1.55,5.75,3.5,1.6,4.9,3.3,1.65,5,3.5,1.57,5,3.5,1.62,5,3.5,1.57,6,3.5,1.53,5.5,3.6,1.5,35,6.4,5.65,3.63,3.49,1.65,1.58
SP1,27/01/2007,Ath Madrid,Santander,1,1,D,0,0,D,15,11,4,4,18,24,2,2,4,3,0,0,1.72,3.4,5,1.6,3.5,5.25,1.7,3.4,5,1.7,3.3,4.5,1.66,3.1,5,1.67,3.4,4.75,1.66,3.3,4.5,1.67,3.4,5,1.6,3.5,4.5,45,1.75,1.68,3.5,3.35,5.5,4.94
SP1,27/01/2007,Villarreal,Real Madrid,1,0,H,0,0,D,16,6,4,3,22,29,7,1,3,1,0,0,3.75,3.2,2,3.75,3.25,1.9,3.75,3.2,2,3.3,3,2.1,3.5,3.2,1.9,3.75,3.25,1.91,3.5,3.2,1.9,3.5,3.2,2,3.4,3.25,1.9,43,3.9,3.58,3.3,3.18,2.1,1.99
SP1,28/01/2007,Barcelona,Celta,3,1,H,1,0,H,15,4,9,2,15,23,5,2,1,4,0,1,1.28,4.75,11,1.3,4.5,9,1.3,4.75,10,1.27,4.5,9.5,1.3,4,9,1.25,5,10,1.28,4.2,9,1.3,4.33,10,1.28,4.5,8,44,1.35,1.28,5,4.61,12,9.88
SP1,28/01/2007,Betis,Valencia,2,1,H,1,1,D,13,16,4,8,11,12,2,7,3,2,0,0,3.4,3.25,2.1,3.5,3.15,2,3.4,3.2,2.1,3.4,3.1,2,3.2,3.2,2,3.2,3.2,2.1,3.3,3.1,2,3.4,3,2.1,3.2,3.2,2,43,3.6,3.36,3.3,3.17,2.15,2.06
SP1,28/01/2007,Getafe,Osasuna,2,0,H,2,0,H,13,7,7,2,12,15,7,5,2,2,0,1,1.83,3.25,4.5,1.9,3.25,3.75,1.9,3.25,4,1.85,3.1,4,1.9,3.2,3.5,1.85,3.2,4,1.9,3.2,3.5,1.83,3.25,4,1.85,3.2,3.75,44,1.95,1.87,3.3,3.21,4.5,3.94
