Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA
SP1,20/02/2005,Betis,La Coruna,2,0,H,1,0,H,2.1,3.25,3,1.95,3.3,3.5,2.1,3.2,3.45,2.3,2.9,2.8,1.83,3.2,3.75,2.1,3.1,3.3,2,3.2,3.2
SP1,20/02/2005,Getafe,Osasuna,0,0,D,0,0,D,2.1,3.2,3,2.1,3.25,3.15,2.2,3.2,3.2,2,3,3.3,2,3.2,3.2,2.1,3.2,3.2,2,3.2,3.2
SP1,20/02/2005,Levante,Zaragoza,0,0,D,0,0,D,2.1,3.2,3,2.1,3.25,3.15,2.15,3.25,3.25,1.9,3,3.6,2,3.2,3.2,2.1,3.2,3.2,2.1,3.2,3
SP1,20/02/2005,Malaga,Espanol,3,2,H,2,0,H,2.3,3.2,2.7,2.35,3.2,2.75,2.45,3.25,2.75,2.3,3,2.7,2.38,3,2.75,2.4,3.1,2.75,2.3,3.1,2.75
SP1,20/02/2005,Santander,Valencia,1,0,H,0,0,D,2.8,3.2,2.25,3.35,3.3,2,3.25,3.25,2.15,3,2.9,2.2,3.2,3,2.1,3.1,3.1,2.2,3,3.1,2.15
SP1,20/02/2005,Villarreal,Ath Madrid,3,2,H,0,2,A,1.9,3.3,4,1.95,3.3,3.5,1.91,3.3,3.95,1.9,3,3.6,1.73,3.2,4.33,1.91,3.2,3.75,1.8,3.1,4
SP1,26/02/2005,Espanol,Albacete,2,1,H,2,0,H,1.57,3.4,5.5,1.55,3.55,5.75,1.6,3.5,5.8,1.6,3.3,4.8,1.62,3.25,5,1.57,3.5,5.5,1.53,3.5,5.5
SP1,26/02/2005,La Coruna,Real Madrid,2,0,H,2,0,H,3,3.25,2.3,3.05,3.25,2.15,2.75,3.25,2.45,2.5,3,2.5,2.75,3.25,2.2,3,3.2,2.3,2.9,3.2,2.15
SP1,26/02/2005,Mallorca,Levante,1,2,A,0,0,D,1.83,3.25,3.75,1.95,3.3,3.5,1.95,3.25,3.85,2,3,3.3,1.91,3.2,3.5,1.91,3.25,3.75,1.83,3.2,3.75
SP1,26/02/2005,Numancia,Barcelona,1,1,D,1,0,H,7,3.75,1.5,7.25,4,1.4,7,3.75,1.5,5.6,3.4,1.5,6,3.4,1.5,6.5,3.8,1.5,6,3.4,1.5
SP1,27/02/2005,Ath Madrid,Sociedad,1,0,H,1,0,H,1.72,3.25,4.33,1.8,3.35,4,1.73,3.3,5,1.8,3.1,3.8,1.73,3.2,4.33,1.75,3.4,4.33,1.7,3.3,4.33
SP1,27/02/2005,Osasuna,Malaga,1,6,A,0,3,A,1.83,3.25,3.75,1.8,3.35,4,1.85,3.25,4.3,1.9,3,3.6,1.91,3.2,3.5,1.83,3.25,4,1.72,3.25,4.2
SP1,27/02/2005,Sevilla,Santander,2,2,D,1,1,D,1.5,3.5,6,1.45,3.7,7,1.5,3.75,7,1.45,3.6,5.8,1.5,3.4,6,1.44,3.75,7,1.44,3.6,6.5
SP1,27/02/2005,Valencia,Betis,2,1,H,1,1,D,2,3.3,3.6,1.9,3.3,3.65,2,3.25,3.75,1.9,3,3.6,2,3,3.4,2,3.3,3.6,1.95,3.1,3.5
SP1,27/02/2005,Zaragoza,Villarreal,1,0,H,1,0,H,2.37,3.2,2.62,2.7,3.2,2.4,2.5,3.15,2.75,2.4,3,2.6,2.25,3.2,2.75,2.4,3.2,2.7,2.37,3.1,2.62
SP1,01/03/2005,Barcelona,Espanol,0,0,D,0,0,D,1.4,4.33,7.5,1.4,4,7.25,1.4,4,8.5,1.4,3.7,6.5,1.36,3.75,8,1.33,4.5,9,1.36,3.75,8
SP1,02/03/2005,Albacete,Osasuna,1,1,D,0,0,D,2.2,3.25,2.8,2.15,3.25,3.05,2.2,3.2,3.2,2.1,2.9,3.2,2.1,3.2,3,2.1,3.2,3.2,2.25,3.1,2.8
SP1,02/03/2005,Getafe,La Coruna,1,1,D,0,1,A,2.62,3.2,2.37,2.7,3.15,2.4,2.65,3.25,2.55,2.6,2.9,2.5,2.38,3.2,2.6,2.7,3.2,2.4,2.5,3.1,2.5
SP1,02/03/2005,Levante,Numancia,1,1,D,1,1,D,1.66,3.4,4.5,1.7,3.35,4.75,1.7,3.45,5,1.55,3.4,5,1.73,3.2,4.33,1.67,3.4,4.8,1.7,3.2,4.5
SP1,02/03/2005,Malaga,Ath Bilbao,1,0,H,1,0,H,2.2,3.25,2.8,2.3,3.2,2.8,2.35,3.3,2.85,2.2,2.9,3,2.25,3.2,2.75,2.3,3.25,2.8,2.25,3.2,2.75
SP1,02/03/2005,Real Madrid,Betis,3,1,H,2,0,H,1.5,3.5,6,1.47,4,5.8,1.52,3.75,6.5,1.55,3.4,5,1.57,3.5,5,1.5,3.75,6,1.44,3.6,6.5
SP1,02/03/2005,Santander,Ath Madrid,2,1,H,1,1,D,2.37,3.2,2.62,2.35,3.2,2.75,2.5,3.2,2.75,2.3,2.9,2.8,2.5,3.2,2.5,2.4,3.2,2.7,2.37,3.1,2.62
SP1,02/03/2005,Sevilla,Valencia,2,2,D,1,1,D,2.25,3.25,2.75,2.2,3.25,2.95,2.25,3.2,3.1,2.3,3,2.7,2.2,3.2,2.8,2.2,3.2,3,2.1,3.1,3.1
SP1,02/03/2005,Sociedad,Zaragoza,2,1,H,1,1,D,2,3.25,3.25,2,3.25,3.4,2.05,3.3,3.5,1.9,3,3.6,1.91,3.2,3,2,3.25,3.4,1.95,3.2,3.3
SP1,02/03/2005,Villarreal,Mallorca,2,1,H,0,1,A,1.5,3.5,6,1.45,3.75,6.75,1.5,3.75,6.75,1.5,3.5,5.4,1.44,3.6,6.5,1.5,3.6,6.5,1.44,3.6,6.5
SP1,05/03/2005,Ath Madrid,Sevilla,3,0,H,3,0,H,2.1,3.25,3,2.05,3.25,3.25,2.1,3.3,3.3,2,3,3.3,1.83,3.2,3.75,2.1,3.2,3.2,2,3.3,3.1
SP1,05/03/2005,Osasuna,Barcelona,0,1,A,0,1,A,4.33,3.3,1.72,4.55,3.4,1.7,4.65,3.4,1.75,4.2,3.1,1.75,4.5,3.25,1.67,4.5,3.4,1.73,4.2,3.25,1.72
SP1,05/03/2005,Valencia,Real Madrid,1,1,D,1,1,D,2.4,3.2,2.87,2.5,3.15,2.6,2.5,3.2,2.7,2.3,3,2.7,2.5,3.2,2.5,2.5,3.2,2.7,2.37,3.1,2.62
SP1,06/03/2005,Ath Bilbao,Albacete,3,1,H,1,1,D,1.5,3.5,6,1.55,3.55,5.75,1.55,3.55,6.4,1.55,3.4,5,1.5,3.4,6,1.53,3.6,6,1.53,3.5,5.5
SP1,06/03/2005,Betis,Getafe,2,2,D,1,1,D,1.5,3.5,6,1.4,4,7.25,1.45,3.95,7.25,1.45,3.6,5.8,1.4,3.75,7,1.44,3.75,7,1.4,3.75,7
SP1,06/03/2005,Espanol,Levante,2,1,H,1,1,D,1.61,3.4,5,1.7,3.4,4.55,1.67,3.4,5.25,1.7,3.1,4.4,1.67,3.25,4.5,1.67,3.4,4.8,1.61,3.3,5
SP1,06/03/2005,La Coruna,Malaga,1,0,H,1,0,H,1.61,3.4,5,1.6,3.5,5.25,1.67,3.4,5.25,1.55,3.4,5,1.73,3.2,4.33,1.67,3.4,5.5,1.66,3.3,4.5
SP1,06/03/2005,Mallorca,Sociedad,3,2,H,2,2,D,2.1,3.25,3,2.2,3.25,2.95,2.25,3.25,3,2.2,3,2.9,2.2,3.2,2.8,2.25,3.25,2.88,2.2,3.25,2.75
SP1,06/03/2005,Numancia,Villarreal,1,1,D,0,1,A,2.75,3.25,2.25,3.15,3.25,2.1,3.05,3.2,2.25,2.8,2.9,2.3,2.8,3.2,2.2,3,3.2,2.2,2.75,3.2,2.25
SP1,06/03/2005,Zaragoza,Santander,1,0,H,0,0,D,1.72,3.3,4.33,1.75,3.35,4.3,1.76,3.3,4.75,1.8,3,4,1.73,3.2,4.33,1.75,3.25,4.5,1.66,3.3,4.5
SP1,12/03/2005,Barcelona,Ath Bilbao,2,0,H,2,0,H,1.4,3.75,7.5,1.4,4,7.25,1.45,4,7.25,1.45,3.6,5.8,1.44,3.6,6.5,1.4,4,7.5,1.4,3.75,7
SP1,12/03/2005,Malaga,Betis,1,2,A,1,2,A,2.2,3.2,2.87,2.1,3.25,3.15,2.25,3.2,3.1,2.1,2.9,3.2,2.2,3.2,2.8,2.2,3.2,3,2.15,3.1,3
SP1,13/03/2005,Albacete,La Coruna,0,1,A,0,1,A,2.87,3.2,2.2,2.95,3.25,2.2,3,3.2,2.3,2.8,2.9,2.3,2.75,3,2.38,2.9,3.2,2.25,2.75,3.1,2.3
SP1,13/03/2005,Ath Madrid,Valencia,1,0,H,1,0,H,2.37,3.2,2.62,2.35,3.2,2.75,2.45,3.25,2.75,2.5,3,2.5,2.25,3.2,2.75,2.38,3.2,2.75,2.25,3.2,2.75
SP1,13/03/2005,Getafe,Real Madrid,2,1,H,1,0,H,4.33,3.25,1.72,4.85,3.45,1.65,5,3.35,1.73,4.4,3.1,1.7,4.5,3.25,1.67,4.6,3.4,1.7,4.5,3.2,1.7
SP1,13/03/2005,Levante,Osasuna,4,0,H,3,0,H,1.9,3.25,3.5,2.05,3.25,3.25,2.05,3.2,3.6,1.9,3,3.6,1.91,3.2,3.5,2,3.25,3.4,1.95,3.2,3.3
SP1,13/03/2005,Santander,Mallorca,3,0,H,2,0,H,1.9,3.25,3.5,1.75,3.35,4.3,1.95,3.3,3.8,1.9,3,3.6,1.91,3.2,3.5,1.95,3.25,3.6,1.9,3.2,3.5
SP1,13/03/2005,Sevilla,Zaragoza,0,1,A,0,1,A,1.72,3.25,4.33,1.6,3.5,5.25,1.73,3.35,5,1.7,3.1,4.4,1.73,3.2,4.33,1.7,3.4,4.6,1.7,3.2,4.5
SP1,13/03/2005,Sociedad,Numancia,2,1,H,1,0,H,1.61,3.4,5,1.55,3.5,5.4,1.65,3.45,5.5,1.6,3.3,4.8,1.67,3.25,4.5,1.62,3.5,5,1.57,3.3,5.5
SP1,13/03/2005,Villarreal,Espanol,4,1,H,1,1,D,1.83,3.25,3.75,1.75,3.35,4.3,1.85,3.25,4.35,1.85,3,3.8,1.73,3.2,4.33,1.85,3.25,4,1.8,3.3,3.75
SP1,16/03/2005,Ath Bilbao,Getafe,1,2,A,1,0,H,1.57,3.4,5.5,1.45,3.75,7,1.5,3.6,6.5,1.5,3.5,5.4,1.44,3.6,6.5,1.53,3.5,6,1.53,3.5,5.5
SP1,19/03/2005,Betis,Albacete,2,1,H,1,0,H,1.5,3.5,6,1.5,3.5,6.75,1.5,3.75,6.75,1.4,3.7,6.5,1.44,3.6,6.5,1.44,3.75,7,1.44,3.6,6.5
SP1,19/03/2005,Espanol,Sociedad,2,2,D,1,1,D,1.72,3.25,4.33,1.8,3.35,4,1.77,3.4,4.5,1.8,3,4,1.62,3.25,5,1.73,3.3,4.5,1.7,3.3,4.33
SP1,19/03/2005,La Coruna,Barcelona,0,1,A,0,1,A,2.87,3.2,2.4,2.85,3.25,2.25,2.9,3.2,2.38,2.5,3,2.5,2.8,3.2,2.2,2.88,3.2,2.38,2.75,3.1,2.3
SP1,20/03/2005,Ath Bilbao,Levante,3,1,H,1,0,H,1.66,3.4,4.5,1.6,3.5,5.25,1.67,3.4,5.35,1.6,3.3,4.8,1.67,3.25,4.5,1.67,3.4,4.8,1.66,3.4,4.33
SP1,20/03/2005,Mallorca,Sevilla,0,1,A,0,1,A,2.3,3.2,2.7,2.4,3.2,2.7,2.45,3.2,2.8,2.4,3,2.6,2.38,3.2,2.6,2.38,3.2,2.7,2.37,3.1,2.62
SP1,20/03/2005,Numancia,Santander,2,3,A,2,2,D,2.25,3.25,2.75,2.3,3.2,2.8,2.35,3.2,2.95,2.3,3,2.7,2.25,3.2,2.75,2.3,3.25,2.8,2.3,3.1,2.75
SP1,20/03/2005,Real Madrid,Malaga,1,0,H,0,0,D,1.33,4.33,7.5,1.35,4.25,8,1.4,4.25,7.75,1.3,4.2,8,1.4,3.75,7,1.36,4.5,7,1.3,4.33,8
SP1,20/03/2005,Valencia,Getafe,3,1,H,2,0,H,1.44,3.75,6.5,1.35,4.25,8,1.5,3.75,7,1.45,3.6,5.8,1.44,3.6,6.5,1.44,4,6.5,1.44,3.6,6.5
SP1,20/03/2005,Zaragoza,Ath Madrid,0,0,D,0,0,D,2.1,3.25,3,2.15,3.25,3.05,2.15,3.2,3.33,2.1,2.9,3.2,2.1,3.2,3,2.1,3.2,3.2,1.95,3.25,3.3
SP1,02/04/2005,Sociedad,Osasuna,2,0,H,2,0,H,1.72,3.25,4.33,1.8,3.35,4,1.85,3.2,4.25,1.8,3.2,3.7,1.73,3.2,4.33,1.8,3.25,4.2,1.7,3.3,4.33
SP1,02/04/2005,Villarreal,Ath Bilbao,3,1,H,2,1,H,1.72,3.5,4,1.7,3.4,4.55,1.8,3.4,4.33,1.75,3.1,4.2,1.73,3.2,4.33,1.8,3.4,4,1.7,3.3,4.33
SP1,02/04/2005,Zaragoza,Valencia,2,2,D,1,0,H,2.62,3.2,2.37,2.45,3.25,2.6,2.45,3.25,2.75,2.3,3,2.7,2.5,2.88,2.62,2.5,3.2,2.6,2.3,3.2,2.62
SP1,03/04/2005,Albacete,Real Madrid,1,2,A,1,2,A,5,3.6,1.66,4.5,3.4,1.7,5,3.4,1.67,4.4,3.3,1.65,4.5,3.25,1.67,4.75,3.5,1.7,4.8,3.4,1.6
SP1,03/04/2005,Ath Madrid,Mallorca,4,0,H,1,0,H,1.5,3.75,5.5,1.45,3.7,7,1.5,3.75,6.5,1.45,3.8,5.4,1.4,3.75,7,1.5,3.75,6,1.4,3.6,7.5
SP1,03/04/2005,Barcelona,Betis,3,3,D,1,2,A,1.44,4,5.5,1.4,4,7.25,1.45,4,7,1.45,3.8,5.4,1.44,3.6,6.5,1.44,3.75,7,1.44,3.6,6.5
SP1,03/04/2005,Levante,La Coruna,0,1,A,0,1,A,2.62,3.2,2.37,2.85,3.25,2.25,2.65,3.15,2.55,2.7,2.9,2.4,2.6,3.2,2.38,2.7,3.2,2.4,2.62,3.1,2.37
SP1,03/04/2005,Malaga,Getafe,1,1,D,1,1,D,1.83,3.3,3.75,1.75,3.35,4.3,1.83,3.3,4.3,1.8,2.9,4.2,1.73,3.2,4.33,1.85,3.25,4,1.8,3.25,3.8
SP1,03/04/2005,Santander,Espanol,1,3,A,1,2,A,2.25,3.25,2.75,2,3.3,3.35,2.2,3.25,3.15,2.2,3,2.9,2.2,3.2,2.8,2.25,3.1,3,2.15,3.1,3
SP1,03/04/2005,Sevilla,Numancia,1,0,H,0,0,D,1.44,4,5.5,1.45,3.7,7,1.45,4,7,1.4,3.9,6,1.44,3.6,6.5,1.44,4,6.5,1.4,3.75,7
SP1,09/04/2005,Ath Bilbao,Sociedad,3,0,H,1,0,H,1.83,3.3,4.33,1.8,3.35,4,1.83,3.3,4.2,1.9,3.1,3.5,1.8,3.2,4,1.8,3.25,4.33,1.8,3.1,4
SP1,09/04/2005,Numancia,Ath Madrid,1,0,H,0,0,D,2.8,3.25,2.2,3,3.3,2.15,3,3.2,2.25,2.9,3,2.2,2.8,3.2,2.2,3,3.2,2.2,2.87,3.1,2.2
SP1,10/04/2005,Betis,Levante,2,2,D,2,1,H,1.5,3.5,6,1.5,3.6,6.3,1.5,3.75,6.5,1.55,3.4,5,1.44,3.6,6.5,1.53,3.75,5.5,1.44,3.6,6.5
SP1,10/04/2005,Espanol,Sevilla,1,3,A,0,2,A,2.1,3.25,3,2,3.3,3.35,2.1,3.3,3.25,2,3.1,3.2,2,3.2,3.2,2.05,3.2,3.3,1.95,3.1,3.5
SP1,10/04/2005,Getafe,Albacete,1,0,H,0,0,D,1.72,3.25,4.33,1.8,3.35,4,1.75,3.3,4.7,1.7,3.1,4.4,1.62,3.25,5,1.8,3.25,4.2,1.66,3.3,4.5
SP1,10/04/2005,La Coruna,Villarreal,1,1,D,0,0,D,2,3.25,3.25,1.95,3.3,3.5,2,3.25,3.55,2,3.1,3.2,1.91,3.2,3.5,2.05,3.2,3.3,1.95,3.25,3.3
SP1,10/04/2005,Mallorca,Zaragoza,0,2,A,0,0,D,2.37,3.2,2.62,2.35,3.2,2.75,2.4,3.25,2.75,2.3,3.1,2.6,2.38,3.2,2.6,2.3,3.2,2.8,2.4,3.25,2.5
SP1,10/04/2005,Osasuna,Santander,1,0,H,0,0,D,2.1,3.25,3,2.1,3.2,3.2,2,3.25,3.5,1.8,3.2,3.7,2.1,3.2,3,2.05,3.2,3.3,2.1,3,3.2
SP1,10/04/2005,Real Madrid,Barcelona,4,2,H,3,1,H,2.3,3.25,3,2.3,3.2,2.85,2.35,3.3,2.85,2.3,3,2.7,2.2,3.2,2.8,2.38,3.3,2.8,2.25,3,2.9
SP1,10/04/2005,Valencia,Malaga,2,2,D,2,1,H,1.44,3.75,6.5,1.45,3.75,7,1.45,3.85,7.25,1.4,3.7,6.5,1.5,3.4,6,1.44,4,6.5,1.4,3.75,7
SP1,16/04/2005,Ath Madrid,Espanol,0,0,D,0,0,D,1.83,3.3,4.33,1.95,3.3,3.5,1.85,3.3,4,1.85,3,3.8,1.73,3.2,4.33,1.85,3.4,4,1.8,3.1,4
SP1,16/04/2005,Sevilla,Osasuna,0,1,A,0,1,A,1.44,3.75,6.5,1.5,3.6,6.4,1.45,3.75,7.3,1.4,3.7,6.5,1.44,3.6,6.5,1.44,3.75,7,1.44,3.6,6.5
SP1,16/04/2005,Sociedad,La Coruna,1,0,H,1,0,H,2.37,3.2,2.62,2.3,3.2,2.8,2.4,3.2,2.75,2.4,3,2.6,2.4,3.1,2.6,2.4,3.2,2.7,2.3,3.2,2.62
SP1,17/04/2005,Albacete,Malaga,1,2,A,0,0,D,2.37,3.2,2.62,2.3,3.2,2.8,2.3,3.2,2.9,2.3,3,2.7,2.4,3.25,2.5,2.38,3.2,2.75,2.25,3.2,2.75
SP1,17/04/2005,Barcelona,Getafe,2,0,H,1,0,H,1.28,5,10,1.2,6,10,1.25,5,11,1.25,4.5,9,1.25,4.5,10,1.25,5.25,11,1.25,5,8
SP1,17/04/2005,Levante,Real Madrid,0,2,A,0,1,A,6,3.4,1.61,5.25,3.5,1.6,5.4,3.5,1.6,4.4,3.1,1.7,5,3.25,1.62,5.25,3.75,1.62,4.8,3.4,1.6
SP1,17/04/2005,Mallorca,Valencia,0,0,D,0,0,D,3.5,3.25,1.9,3.35,3.3,2,3.5,3.3,2,3.3,3,2,3.4,3.25,1.91,3.4,3.25,2,3.2,3.2,2
SP1,17/04/2005,Santander,Ath Bilbao,0,2,A,0,0,D,2.37,3.2,2.62,2.3,3.2,2.8,2.3,3.25,2.85,2.3,3,2.7,2.38,3.2,2.6,2.3,3.2,2.88,2.2,3.1,2.87
SP1,17/04/2005,Villarreal,Betis,0,0,D,0,0,D,1.9,3.25,3.5,1.95,3.3,3.5,1.91,3.3,3.8,1.9,3.1,3.5,1.91,3.2,3.5,1.91,3.25,3.75,1.83,3.2,3.75
SP1,17/04/2005,Zaragoza,Numancia,4,1,H,0,0,D,1.5,3.5,6,1.45,3.7,7,1.51,3.6,6.5,1.5,3.5,5.4,1.53,3.5,5.5,1.5,3.6,6.5,1.44,3.75,6
SP1,23/04/2005,Osasuna,Ath Madrid,1,0,H,1,0,H,2.4,3.2,2.6,2.65,3.25,2.4,2.4,3.2,2.8,2.2,3,2.9,2.25,3.2,2.75,2.4,3.2,2.7,2.25,3.25,2.7
SP1,23/04/2005,Real Madrid,Villarreal,2,1,H,0,1,A,1.53,3.6,6.5,1.45,3.75,7,1.55,3.7,6,1.5,3.5,5.4,1.5,3.4,6,1.5,4,6,1.44,3.75,6
SP1,24/04/2005,Ath Bilbao,Sevilla,1,3,A,0,2,A,2.2,3.25,2.8,2.3,3.2,2.8,2.2,3.2,3.1,2,3.1,3.2,1.91,3.2,3.5,2.25,3.2,2.9,2.05,3.2,3.1
SP1,24/04/2005,Betis,Sociedad,2,3,A,0,1,A,1.57,3.6,5,1.65,3.45,4.85,1.65,3.5,5.25,1.55,3.4,5,1.67,3.25,4.5,1.67,3.4,4.8,1.6,3.4,4.8
SP1,24/04/2005,Espanol,Zaragoza,3,1,H,2,0,H,1.9,3.25,3.5,1.8,3.35,4,1.9,3.25,4,1.9,3,3.6,1.83,3.2,3.75,1.85,3.25,4,1.8,3.3,3.75
SP1,24/04/2005,Getafe,Levante,1,0,H,1,0,H,1.9,3.25,3.5,1.85,3.3,3.85,2,3.2,3.7,2,2.8,3.6,1.8,3.25,3.75,1.91,3.25,3.75,1.8,3.1,4
SP1,24/04/2005,La Coruna,Santander,1,4,A,1,0,H,1.53,3.4,6,1.5,3.7,6,1.6,3.5,5.85,1.5,3.5,5.4,1.57,3.5,5,1.53,3.6,6,1.5,3.6,5.5
SP1,24/04/2005,Malaga,Barcelona,0,4,A,0,2,A,5.5,3.6,1.61,5.25,3.5,1.6,5.25,3.5,1.65,4.6,3.2,1.65,5,3.25,1.62,4.75,3.5,1.67,4.8,3.4,1.6
SP1,24/04/2005,Numancia,Mallorca,1,2,A,0,0,D,2.2,3.25,2.8,2.2,3.25,2.95,2.25,3.2,3.05,2.1,3.1,3,2,3.2,3.2,2.25,3.25,2.88,2,3.4,3
SP1,24/04/2005,Valencia,Albacete,2,0,H,0,0,D,1.33,4.33,7.5,1.3,4.75,8.2,1.35,4.3,8.5,1.3,4.2,8,1.33,4,8,1.33,4.33,8.5,1.3,4.33,8
SP1,28/04/2005,Osasuna,Villarreal,3,2,H,1,1,D,2.6,3.2,2.4,2.6,3.15,2.5,2.65,3.2,2.4,2.5,3,2.5,2.6,3.2,2.38,2.7,3.2,2.4,2.62,3.1,2.37
SP1,30/04/2005,Ath Madrid,Ath Bilbao,1,1,D,0,0,D,1.9,3.2,3.5,1.9,3.3,3.65,1.9,3.25,3.75,1.85,3.1,3.6,1.8,3.25,3.75,1.91,3.25,3.75,1.8,3.3,3.75
SP1,30/04/2005,Numancia,Valencia,1,1,D,0,0,D,4,3.4,1.72,4.5,3.45,1.7,4.5,3.35,1.72,4.4,3.3,1.65,4.33,3.4,1.67,4.75,3.4,1.67,5,3.3,1.61
SP1,30/04/2005,Sociedad,Real Madrid,0,2,A,0,0,D,4.33,3.3,1.83,4,3.4,1.8,3.9,3.3,1.83,3.8,3.1,1.8,3.75,3.25,1.8,4.33,3.6,1.75,4.2,3.25,1.72
SP1,01/05/2005,Barcelona,Albacete,2,0,H,0,0,D,1.16,6.5,15,1.15,6.5,13,1.15,6,15,1.15,6,12,1.11,6.5,15,1.18,6.5,13,1.12,6.5,12
SP1,01/05/2005,Levante,Malaga,0,1,A,0,1,A,1.83,3.2,3.75,2,3.3,3.35,1.87,3.3,3.75,1.75,3.2,4,2,3.2,3.2,1.95,3.25,3.6,1.9,3.1,3.6
SP1,01/05/2005,Mallorca,Espanol,3,2,H,0,1,A,2.37,3.1,2.62,2.45,3.15,2.65,2.5,3.25,2.5,2.5,3,2.5,2.5,3.25,2.4,2.5,3.2,2.6,2.62,3.2,2.3
SP1,01/05/2005,Santander,Betis,1,1,D,0,0,D,2.5,3.1,2.5,2.7,3.2,2.4,2.65,3.15,2.45,2.6,3,2.4,2.5,3.2,2.5,2.62,3.1,2.5,2.5,3.25,2.4
SP1,01/05/2005,Sevilla,La Coruna,2,0,H,2,0,H,1.9,3.2,3.5,1.95,3.35,3.45,1.87,3.3,3.75,1.9,3.1,3.5,1.73,3.2,4.33,1.91,3.25,3.75,1.8,3.3,3.75
SP1,01/05/2005,Villarreal,Getafe,4,0,H,2,0,H,1.4,3.75,7,1.4,4,7.25,1.42,3.9,7,1.45,3.6,5.8,1.44,3.6,6.5,1.44,3.75,7,1.4,3.75,7
SP1,01/05/2005,Zaragoza,Osasuna,5,1,H,2,0,H,1.72,3.2,4.33,1.7,3.4,4.55,1.75,3.3,4.4,1.7,3.2,4.2,1.73,3.2,4.33,1.8,3.4,4,1.72,3.25,4.2
SP1,07/05/2005,Ath Bilbao,Zaragoza,2,0,H,0,0,D,1.83,3.25,3.75,1.9,3.25,3.75,1.95,3.25,3.5,2,3.2,3.1,1.83,3.2,3.75,1.95,3.25,3.6,2,3.2,3.2
SP1,07/05/2005,Betis,Sevilla,1,0,H,1,0,H,2.4,3.1,3,2.2,3.2,3,2.35,3.1,2.8,2.4,2.8,2.8,2.25,3.2,2.75,2.4,3.1,2.9,2.3,2.9,2.9
SP1,07/05/2005,Osasuna,Mallorca,1,1,D,0,1,A,2.2,3.25,2.87,2.15,3.45,2.9,2.2,3.35,2.75,2.3,3.2,2.5,2.1,3.4,2.8,2.2,3.4,2.88,2.4,3.25,2.5
SP1,07/05/2005,Real Madrid,Santander,5,0,H,2,0,H,1.25,5.5,11,1.15,6.5,13,1.22,5.5,10,1.22,4.8,9.5,1.22,5,10,1.22,6,10.5,1.16,5.5,12
SP1,08/05/2005,Albacete,Levante,3,1,H,1,0,H,2.37,3.2,2.62,2.35,3.3,2.7,2.5,3.25,2.5,2.4,3.2,2.4,2.5,3.25,2.4,2.5,3.3,2.5,2.7,3.3,2.2
SP1,08/05/2005,Espanol,Numancia,3,0,H,0,0,D,1.4,3.75,7.5,1.4,4,7.25,1.36,4.25,7.5,1.3,4.2,8,1.29,4.5,8,1.36,4.33,7.5,1.28,4.5,8
SP1,08/05/2005,Getafe,Sociedad,2,0,H,2,0,H,2.1,3.25,3,2.05,3.25,3.25,2.1,3.25,3.1,2.1,2.9,3.2,2.1,3.2,3,2.1,3.25,3.2,2.05,3.3,3
SP1,08/05/2005,La Coruna,Ath Madrid,2,0,H,0,0,D,1.9,3.25,3.5,2.05,3.2,3.3,2.05,3.2,3.25,1.9,3.2,3.4,1.83,3.2,3.75,2.05,3.2,3.3,2.05,3.4,2.9
SP1,08/05/2005,Malaga,Villarreal,0,2,A,0,0,D,2.7,3.2,2.3,2.9,3.2,2.25,2.85,3.25,2.25,2.7,3,2.3,2.75,3.2,2.25,2.88,3.25,2.25,2.9,3.2,2.15
SP1,08/05/2005,Valencia,Barcelona,0,2,A,0,2,A,2.7,3.2,2.3,2.7,3.2,2.4,2.7,3.2,2.35,2.7,3,2.3,2.75,3.2,2.25,2.8,3.25,2.4,2.75,3.2,2.25
SP1,14/05/2005,Levante,Barcelona,1,1,D,1,0,H,6,3.6,1.57,7,3.75,1.45,6,3.6,1.52,5.8,3.6,1.45,7,4,1.36,6,3.6,1.57,6,3.4,1.5
SP1,14/05/2005,Sevilla,Real Madrid,2,2,D,1,1,D,3.2,3.25,2.2,3.5,3.3,1.95,3,3.3,2.2,3.1,3.2,2,3.5,3.2,1.91,3,3.4,2.2,2.75,3.2,2.25
SP1,15/05/2005,Ath Madrid,Betis,1,2,A,0,2,A,2.25,3.2,2.75,2.25,3.25,2.85,2.25,3.25,2.9,2.3,3.1,2.6,2.2,3.2,2.8,2.3,3.25,2.8,2.3,3.2,2.62
SP1,15/05/2005,Espanol,Valencia,2,2,D,1,1,D,2.3,3.2,2.62,2.25,3.25,2.85,2.25,3.25,2.9,2.2,3,2.9,2.2,3.2,2.8,2.3,3.25,2.8,2.15,3.2,2.9
SP1,15/05/2005,Mallorca,Ath Bilbao,4,3,H,1,2,A,2,3.2,3.25,2,3.25,3.4,2,3.4,3.3,2.1,3,3.1,1.91,3.5,3.2,2,3.4,3.25,2,3.4,3
SP1,15/05/2005,Numancia,Osasuna,2,2,D,1,2,A,2.4,3.2,2.5,2.65,3.15,2.45,2.5,3.2,2.6,2.2,3.1,2.8,2.4,3.25,2.5,2.5,3.2,2.6,2.25,3.3,2.62
