Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,PSCH,PSCD,PSCA
SP1,08/03/2014,Valladolid,Barcelona,1,0,H,1,0,H,7,13,2,6,15,14,4,3,5,1,0,0,12,7,1.2,11.5,6,1.23,10.5,6,1.22,13,6.5,1.2,16.19,7.39,1.22,15,5.5,1.22,15,7.5,1.18,15,7,1.22,49,18,14.02,8.4,6.61,1.22,1.2,17.78,7.29,1.21
SP1,09/03/2014,Almeria,Sevilla,1,3,A,0,1,A,8,7,5,4,11,13,3,8,2,4,0,0,3.4,3.4,2.1,3.5,3.4,2.05,3.2,3.2,2.2,3.4,3.4,2.1,3.8,3.59,2.09,3.5,3.2,2.15,3.5,3.5,2.1,3.8,3.4,2.1,48,3.89,3.61,3.6,3.35,2.2,2.07,3.81,3.62,2.07
SP1,09/03/2014,Espanol,Elche,3,1,H,2,0,H,12,12,6,3,16,11,5,5,1,3,0,0,1.75,3.5,4.75,1.75,3.3,5.25,1.8,3.5,4.2,1.75,3.5,4.8,1.74,3.58,6.01,1.8,3.5,4.5,1.8,3.5,4.8,1.75,3.5,5.75,49,1.81,1.75,3.8,3.5,5.88,4.94,1.76,3.5,5.97
SP1,09/03/2014,Real Madrid,Levante,3,0,H,1,0,H,25,6,10,1,12,12,12,2,2,2,0,1,1.05,15,29,1.06,12,26,1.07,9.5,22,1.07,12,21,1.06,18.34,43.73,1.07,10,34,1.06,15,34,1.06,15,41,49,1.07,1.06,21,12.87,60,32.47,1.07,17,41.5
SP1,09/03/2014,Valencia,Ath Bilbao,1,1,D,1,0,H,13,13,4,4,15,15,9,6,3,2,0,0,2.25,3.3,3.2,2.1,3.4,3.4,2.2,3.3,3.1,2.25,3.4,3.1,2.31,3.5,3.31,2.3,3.3,3.1,2.2,3.5,3.3,2.25,3.4,3.3,49,2.3,2.23,3.57,3.37,3.5,3.21,2.23,3.54,3.46
SP1,10/03/2014,Osasuna,Malaga,0,2,A,0,1,A,19,11,7,4,5,19,10,10,1,3,0,1,2.3,3.1,3.25,2.25,3.2,3.25,2.2,3.2,3.2,2.3,3.3,3.1,2.38,3.25,3.41,2.3,3.3,3.1,2.3,3.25,3.3,2.38,3.3,3.4,47,2.38,2.28,3.5,3.2,3.65,3.23,2.4,3.29,3.32
SP1,10/03/2014,Sociedad,Vallecano,2,3,A,2,1,H,15,15,6,4,11,14,3,8,0,3,0,0,1.44,4.5,6.5,1.45,4.4,6.75,1.45,4,7,1.44,4.5,6.5,1.49,4.84,6.99,1.5,4.33,6,1.44,4.6,7,1.5,4.6,6.5,47,1.53,1.47,4.88,4.42,7.5,6.41,1.47,4.93,7.23
SP1,14/03/2014,Getafe,Granada,3,3,D,2,1,H,11,17,5,5,14,10,4,10,4,1,1,1,2.1,3.25,3.5,2.2,3.2,3.4,2.1,3.3,3.3,2.1,3.3,3.6,2.17,3.27,3.95,2.15,3.25,3.4,2.1,3.3,3.75,2.15,3.25,4,48,2.2,2.13,3.3,3.23,4.1,3.66,2.29,3.29,3.57
SP1,15/03/2014,Ath Madrid,Espanol,1,0,H,0,0,D,8,8,2,4,11,17,7,2,3,3,0,0,1.29,5,12,1.33,4.75,9.5,1.28,5.2,10,1.3,5.5,10,1.32,5.57,12.24,1.33,4.5,11,1.29,5.5,12,1.3,5.5,12,47,1.35,1.3,6,5.22,14,10.6,1.37,5.16,10.4
SP1,15/03/2014,Levante,Celta,0,1,A,0,1,A,18,26,8,8,17,18,4,9,3,5,0,0,2.5,3.1,2.9,2.5,3.2,2.85,2.3,3.2,3,2.3,3.3,3.1,2.58,3.2,3.13,2.6,3,2.9,2.38,3.25,3.13,2.6,3.2,3.1,48,2.6,2.48,3.4,3.16,3.15,2.96,2.64,3.26,2.99
SP1,15/03/2014,Malaga,Real Madrid,0,1,A,0,1,A,12,13,4,6,10,6,7,6,2,0,0,0,12,6,1.25,12.5,6,1.22,9,6,1.25,10,5.5,1.28,12.62,6.32,1.28,12,5,1.29,13,6,1.25,11.5,6,1.29,48,14,10.88,7,5.95,1.3,1.26,11.23,6.11,1.3
SP1,15/03/2014,Vallecano,Almeria,3,1,H,1,0,H,14,7,5,2,11,16,6,6,1,3,0,0,1.83,3.5,4.2,1.85,3.5,4.2,1.9,3.45,3.8,1.85,3.5,4.2,1.85,3.72,4.73,1.85,3.3,4.5,1.85,3.5,4.5,1.87,3.6,4.6,47,1.9,1.84,3.8,3.51,4.75,4.36,1.75,3.81,5.34
SP1,16/03/2014,Barcelona,Osasuna,7,0,H,3,0,H,20,6,11,3,9,10,4,4,1,2,0,0,1.05,15,29,1.07,10.5,31,1.08,9.5,22,1.07,11,26,1.06,18.37,33.64,1.06,11,41,1.06,13,34,1.05,17,46,48,1.1,1.06,21,13.03,69.45,36.25,1.06,19.08,39.86
SP1,16/03/2014,Elche,Betis,0,0,D,0,0,D,12,9,1,3,15,18,6,3,4,3,0,0,2.38,3.2,3,2.25,3.2,3.25,2.3,3.3,2.9,2.3,3.25,3.2,2.42,3.27,3.33,2.4,3.1,3.1,2.4,3.3,3,2.38,3.3,3.3,47,2.42,2.35,3.35,3.2,3.5,3.14,2.58,3.41,2.94
SP1,16/03/2014,Sevilla,Valladolid,4,1,H,2,0,H,14,8,6,2,13,13,9,2,3,3,0,0,1.44,4.33,7,1.4,4.5,7.75,1.4,4.4,7.3,1.45,4.33,7,1.47,4.77,7.77,1.5,4,7,1.44,4.5,7.5,1.45,4.6,7.5,48,1.5,1.44,5,4.5,8.9,7.12,1.37,5.2,10.08
SP1,16/03/2014,Sociedad,Valencia,1,0,H,0,0,D,9,12,2,3,16,20,6,9,2,4,0,0,2.05,3.5,3.4,2,3.5,3.6,2.1,3.3,3.3,2.1,3.4,3.4,2.1,3.7,3.64,2.15,3.2,3.5,2.15,3.5,3.4,2.1,3.5,3.6,48,2.2,2.09,3.7,3.41,3.8,3.49,2.17,3.64,3.5
SP1,17/03/2014,Villarreal,Ath Bilbao,1,1,D,0,0,D,8,7,3,4,14,12,11,5,1,2,1,0,2.25,3.4,3.1,2.15,3.4,3.3,2.2,3.3,3.1,2.2,3.4,3.2,2.3,3.56,3.29,2.2,3.3,3.3,2.25,3.4,3.3,2.3,3.4,3.3,45,2.4,2.25,3.56,3.29,3.4,3.2,2.14,3.5,3.75
SP1,21/03/2014,Celta,Malaga,0,2,A,0,2,A,12,9,3,4,8,14,6,2,1,5,0,1,1.91,3.4,4,2,3.3,3.8,2.2,3.2,3.2,2.05,3.3,3.8,2.04,3.48,4.12,2,3.25,4,2.1,3.4,3.6,2.15,3.4,3.8,50,2.2,2.02,3.5,3.35,4.2,3.85,2.04,3.42,4.21
SP1,22/03/2014,Ath Bilbao,Getafe,1,0,H,1,0,H,14,9,8,3,14,25,10,4,1,3,0,0,1.36,5,7.5,1.35,4.75,8.5,1.4,4.4,7.3,1.4,4.5,7.5,1.37,5.35,9.88,1.36,4.5,9,1.33,5.25,9.5,1.36,5.25,10,50,1.4,1.36,5.4,4.87,10,8.86,1.32,5.79,10.95
SP1,22/03/2014,Espanol,Levante,0,0,D,0,0,D,12,6,3,3,10,18,8,9,4,3,0,1,1.67,3.6,5.5,1.7,3.4,5.5,1.8,3.4,4.4,1.75,3.5,4.75,1.68,3.73,6.43,1.7,3.25,6,1.73,3.5,5.5,1.7,3.6,6,50,1.8,1.68,3.8,3.55,6.73,5.64,1.54,4.02,8.24
SP1,22/03/2014,Granada,Elche,1,0,H,0,0,D,9,10,4,4,15,18,5,3,1,3,0,1,2.05,3.2,3.8,2,3.3,3.8,2.1,3.2,3.4,2.05,3.25,3.75,2.01,3.39,4.38,2.05,3.1,4,2.05,3.3,3.9,2.05,3.3,4.2,50,2.1,2.03,3.4,3.24,4.29,3.9,1.79,3.55,5.53
SP1,22/03/2014,Valladolid,Vallecano,1,1,D,1,1,D,9,16,2,3,10,6,4,7,4,2,0,0,2.4,3.3,2.9,2.3,3.25,3.1,2.3,3.3,2.9,2.25,3.3,3.2,2.39,3.48,3.19,2.4,3.1,3.1,2.25,3.4,3.25,2.4,3.4,3.12,50,2.45,2.37,3.48,3.26,3.3,3.05,2.46,3.5,3.06
SP1,23/03/2014,Betis,Ath Madrid,0,2,A,0,0,D,5,9,1,2,18,14,0,7,2,2,1,0,6,3.8,1.57,6.25,3.8,1.55,5,3.9,1.6,6,4,1.55,6.84,4.09,1.59,6,3.6,1.62,6.5,4,1.57,5.75,3.75,1.7,50,7.2,6.18,4.15,3.8,1.65,1.58,8.65,4.86,1.43
SP1,23/03/2014,Osasuna,Sevilla,1,2,A,0,2,A,18,10,3,3,12,22,7,1,3,1,0,0,2.9,3.3,2.38,2.8,3.4,2.4,2.9,3.3,2.3,2.9,3.3,2.45,3.15,3.45,2.42,2.8,3.2,2.5,2.88,3.4,2.5,3.4,3.3,2.25,50,3.25,2.99,3.46,3.29,2.5,2.38,2.87,3.42,2.64
SP1,23/03/2014,Real Madrid,Barcelona,3,4,A,2,2,D,13,18,8,6,24,12,1,5,5,2,1,0,2.25,3.5,3,2.25,3.5,3,2.3,3.5,3,2.25,3.6,3.1,2.2,3.71,3.38,2.3,3.2,3.2,2.25,3.6,3.2,2.2,3.5,3.2,50,2.3,2.2,3.71,3.48,3.6,3.2,2.09,3.94,3.46
SP1,23/03/2014,Valencia,Villarreal,2,1,H,2,0,H,14,4,5,1,16,18,7,1,2,3,0,0,2.05,3.4,3.5,2.05,3.4,3.5,2.2,3.3,3.1,2.15,3.4,3.3,2.08,3.59,3.84,2.1,3.2,3.6,2,3.6,3.7,2.1,3.5,3.7,50,2.2,2.07,3.6,3.36,3.9,3.59,2.14,3.53,3.68
SP1,24/03/2014,Almeria,Sociedad,4,3,H,1,1,D,14,23,8,11,14,13,11,6,4,3,0,0,3.4,3.4,2.1,3.4,3.4,2.1,3.3,3.3,2.1,3.2,3.4,2.25,3.58,3.52,2.19,3.4,3.1,2.25,3.25,3.4,2.25,3.5,3.4,2.2,49,3.65,3.36,3.52,3.33,2.3,2.17,3.95,3.58,2.05
SP1,25/03/2014,Elche,Ath Bilbao,0,0,D,0,0,D,12,8,2,1,25,17,7,2,2,2,0,0,4,3.3,1.95,4.33,3.4,1.85,3.6,3.3,2,4,3.4,1.95,4.44,3.53,1.95,4.2,3.3,1.91,4,3.4,2,4.4,3.4,1.95,49,4.45,4.14,3.65,3.4,2.02,1.93,4.28,3.74,1.93
SP1,25/03/2014,Malaga,Espanol,1,2,A,1,1,D,16,7,5,4,7,8,3,8,1,1,1,0,2.45,3.1,3,2.3,3.25,3.1,2.2,3.2,3.2,2.4,3.2,3.1,2.58,3.25,3.08,2.5,3.1,2.9,2.38,3.25,3.13,2.55,3.25,3.1,48,2.6,2.46,3.3,3.18,3.3,3.01,2.62,3.36,2.94
SP1,26/03/2014,Ath Madrid,Granada,1,0,H,0,0,D,16,7,5,0,12,12,14,4,1,3,0,0,1.18,6.5,15,1.2,6,15,1.2,5.8,13,1.22,6,13,1.21,6.91,19.95,1.22,5.5,15,1.2,6.5,17,1.22,6.5,19,49,1.22,1.2,8,6.29,19.95,15.97,1.24,6.75,16
SP1,26/03/2014,Barcelona,Celta,3,0,H,2,0,H,14,8,6,6,11,8,4,6,2,2,0,0,1.05,15,34,1.05,14,23,1.07,9.5,22,1.05,13,26,1.05,22.68,43.36,1.05,11,51,1.05,15,34,1.06,15,41,49,1.07,1.05,22.68,14.08,67,35.58,1.06,20.98,37.87
SP1,26/03/2014,Sevilla,Real Madrid,2,1,H,1,1,D,12,26,3,8,13,13,2,9,3,3,0,0,5.5,4.5,1.53,5.5,4.33,1.53,5.4,4,1.55,5.5,4.5,1.53,5.65,4.84,1.57,5.5,4,1.57,5.75,4.6,1.53,5.75,4.6,1.57,49,6.2,5.6,4.88,4.35,1.6,1.54,5.33,4.54,1.63
SP1,26/03/2014,Vallecano,Osasuna,1,0,H,0,0,D,14,7,5,2,11,12,9,3,3,5,0,0,1.83,3.4,4.5,1.87,3.5,4.1,2,3.2,3.75,1.95,3.4,3.8,1.88,3.6,4.78,1.91,3.5,4,2,3.5,3.8,1.91,3.6,4.5,48,2,1.89,3.6,3.49,4.78,4.12,1.91,3.57,4.62
SP1,27/03/2014,Almeria,Valencia,2,2,D,0,2,A,20,15,9,5,19,9,6,4,5,1,0,0,3.8,3.5,1.95,3.75,3.5,1.95,3.3,3.3,2.1,3.5,3.4,2.05,3.87,3.76,2.01,3.6,3.4,2.05,3.75,3.4,2.05,4,3.5,2,45,4,3.71,3.76,3.45,2.12,2.01,4.3,3.8,1.91
SP1,27/03/2014,Getafe,Villarreal,0,1,A,0,1,A,12,12,1,3,15,19,9,2,3,3,0,0,3.3,3.3,2.2,3.3,3.4,2.15,3.1,3.3,2.2,3.1,3.3,2.3,3.64,3.41,2.21,3.3,3.2,2.25,3.25,3.3,2.3,3.7,3.3,2.2,47,3.7,3.33,3.41,3.29,2.4,2.21,3.42,3.54,2.25
SP1,27/03/2014,Levante,Betis,1,3,A,1,1,D,9,10,4,5,18,13,7,7,3,3,0,0,2.3,3.2,3.1,2.35,3.25,3,2.2,3.3,3.1,2.4,3.25,2.9,2.48,3.36,3.13,2.4,3.1,3.1,2.38,3.25,3.13,2.5,3.25,3.12,48,2.5,2.4,3.4,3.22,3.2,3.02,2.76,3.37,2.78
SP1,27/03/2014,Sociedad,Valladolid,1,0,H,1,0,H,14,9,7,1,13,15,2,11,3,5,0,0,1.44,4.2,7.5,1.45,4.2,7.25,1.5,4,6.1,1.5,4.33,6,1.47,4.62,8.25,1.5,3.8,7.5,1.5,4.2,7,1.5,4.4,7.5,48,1.51,1.46,4.62,4.24,8.25,7.32,1.52,4.53,7.1
SP1,29/03/2014,Ath Bilbao,Ath Madrid,1,2,A,1,1,D,13,10,2,3,19,15,3,4,3,2,1,0,2.9,3.3,2.4,3,3.2,2.4,2.65,3.3,2.5,3,3.4,2.3,3.25,3.34,2.42,2.9,3.1,2.5,3.13,3.4,2.3,3.12,3.3,2.45,48,3.3,3.02,3.4,3.23,2.5,2.4,3.3,3.38,2.38
SP1,29/03/2014,Celta,Sevilla,1,0,H,0,0,D,14,10,4,3,10,12,11,7,1,4,0,0,3,3.25,2.38,3,3.2,2.4,3.3,3.3,2.1,3,3.4,2.3,3.08,3.46,2.46,3.1,3.1,2.4,3,3.4,2.4,3.12,3.3,2.45,48,3.3,3.01,3.51,3.26,2.5,2.39,2.62,3.51,2.83
SP1,29/03/2014,Espanol,Barcelona,0,1,A,0,0,D,8,20,1,8,24,8,3,11,4,2,1,0,9,5,1.33,8.5,5,1.33,9,5,1.3,8,5.5,1.33,9.61,5.48,1.36,9,4.5,1.36,9,5.5,1.33,9.5,5.5,1.36,48,10.5,8.77,5.8,5.16,1.36,1.34,8,5.18,1.42
SP1,29/03/2014,Real Madrid,Vallecano,5,0,H,1,0,H,16,15,7,2,13,14,4,6,1,0,0,0,1.04,13,34,1.07,13,17.5,1.07,9.5,22,1.07,12,23,1.06,18.31,34.66,1.06,11,34,1.05,15,34,1.06,13,31,48,1.1,1.05,21,12.79,60.2,30.63,1.07,20,31
SP1,30/03/2014,Osasuna,Sociedad,1,1,D,0,1,A,15,10,4,3,19,18,4,8,5,5,0,0,3,3.25,2.38,3,3.2,2.4,2.9,3.3,2.3,3,3.3,2.37,3.1,3.44,2.46,3.1,3.1,2.4,3,3.3,2.45,3.12,3.3,2.45,46,3.2,3.03,3.45,3.25,2.5,2.38,2.8,3.41,2.7
SP1,30/03/2014,Valencia,Getafe,1,3,A,1,2,A,19,11,3,6,15,20,12,5,2,4,1,0,1.4,4.33,8.5,1.4,4.4,8,1.4,4.6,7,1.44,4.33,7,1.42,4.95,8.83,1.44,4,8,1.44,4.5,7.5,1.4,4.5,9,46,1.45,1.42,5,4.39,8.83,8.01,1.4,5.19,8.9
SP1,30/03/2014,Valladolid,Almeria,1,0,H,1,0,H,20,14,8,3,12,12,5,6,2,0,0,1,1.91,3.4,4,1.85,3.3,4.5,1.85,3.45,4,1.9,3.4,4,1.94,3.49,4.58,1.91,3.25,4.33,1.91,3.5,4.2,1.95,3.4,4.5,45,1.96,1.91,3.5,3.37,4.9,4.16,1.99,3.38,4.51
SP1,30/03/2014,Villarreal,Elche,1,1,D,1,1,D,10,7,3,2,16,14,6,5,1,1,0,0,1.44,4.33,7,1.48,4,7,1.5,4,6.1,1.5,4,6.5,1.47,4.48,8.52,1.5,3.75,7.5,1.44,4.33,8,1.45,4.3,8,46,1.5,1.46,4.6,4.19,8.5,7.35,1.63,3.99,6.47
SP1,31/03/2014,Betis,Malaga,1,2,A,1,0,H,11,8,2,4,6,11,3,7,2,7,0,0,2.2,3.3,3.3,2.15,3.25,3.4,,,,2.25,3.3,3.2,2.2,3.42,3.66,2.2,3.1,3.5,2.25,3.4,3.25,2.25,3.3,3.6,45,2.25,2.18,3.6,3.29,3.66,3.38,2.09,3.52,3.88
SP1,31/03/2014,Granada,Levante,0,2,A,0,0,D,8,15,1,5,17,17,7,3,2,4,0,0,1.85,3.5,4.2,1.78,3.4,4.75,1.9,3.45,3.8,1.9,3.3,4.2,1.88,3.48,4.96,1.91,3.1,4.5,1.91,3.4,4.33,1.87,3.5,4.8,46,1.91,1.87,3.6,3.39,4.96,4.35,1.81,3.54,5.35
SP1,04/04/2014,Almeria,Osasuna,1,2,A,0,2,A,16,12,3,2,6,10,7,5,1,1,1,0,2.2,3.2,3.4,2.3,3.1,3.3,2.2,3.2,3.2,2.3,3.2,3.2,2.3,3.36,3.48,2.3,3,3.4,2.38,3.2,3.2,2.3,3.25,3.5,48,2.38,2.28,3.4,3.2,3.6,3.32,2.35,3.4,3.33
SP1,05/04/2014,Ath Madrid,Villarreal,1,0,H,1,0,H,6,8,3,1,13,16,4,5,3,1,0,0,1.5,4,7,1.5,3.9,7,1.55,4,5.4,1.5,4,7,1.53,4.15,7.84,1.55,3.6,7,1.5,4.1,7.5,1.55,4,7.5,49,1.55,1.51,4.5,3.99,8.2,6.91,1.49,4.35,8.55
SP1,05/04/2014,Barcelona,Betis,3,1,H,1,0,H,12,12,4,4,9,16,4,4,0,2,0,0,1.05,15,29,1.06,11.5,26,1.07,9.5,22,1.05,12,29,1.06,19,36,1.06,12,26,1.06,15,34,1.06,15,36,49,1.07,1.05,21.35,14.09,50,30.98,1.06,18.72,36.49
SP1,05/04/2014,Sociedad,Real Madrid,0,4,A,0,1,A,13,21,4,7,13,10,7,8,3,3,0,0,5.25,4.2,1.57,5.5,4.25,1.55,5.2,4.2,1.55,4.6,4.33,1.61,5.8,4.54,1.6,5,4.2,1.6,5.25,4.5,1.57,5.4,4.5,1.62,49,6.2,5.42,4.55,4.19,1.65,1.58,6.15,4.92,1.53
SP1,05/04/2014,Vallecano,Celta,3,0,H,1,0,H,14,18,5,7,12,11,2,7,2,1,1,0,2.2,3.3,3.3,2.15,3.4,3.3,2.05,3.2,3.6,2.15,3.4,3.3,2.23,3.51,3.48,2.25,3.25,3.25,2.15,3.4,3.5,2.25,3.4,3.4,49,2.25,2.18,3.51,3.34,3.6,3.34,2.42,3.53,3.06
SP1,06/04/2014,Elche,Getafe,1,0,H,0,0,D,16,9,3,3,20,16,6,2,3,2,0,0,2.15,3.2,3.5,2.05,3.25,3.7,2.1,3.2,3.4,2.05,3.2,3.75,2.14,3.25,4.06,2.2,3,3.75,2.1,3.13,4,2.15,3.2,3.9,49,2.2,2.11,3.4,3.16,4.1,3.72,2.25,3.21,3.8
SP1,06/04/2014,Malaga,Granada,4,1,H,2,0,H,11,10,5,5,19,16,7,5,3,5,0,0,2.05,3.3,3.6,2.05,3.3,3.7,1.9,3.45,3.8,2.1,3.3,3.5,2.07,3.37,4.16,2.05,3.25,3.8,2,3.4,4,2.1,3.3,4.1,49,2.1,2.03,3.5,3.32,4.16,3.78,2.1,3.36,4.06
SP1,06/04/2014,Sevilla,Espanol,4,1,H,2,0,H,13,12,5,5,10,15,7,3,3,1,0,0,1.67,3.75,5,1.67,3.6,5.25,1.6,3.9,5,1.7,3.75,4.8,1.74,3.87,5.41,1.75,3.5,5,1.73,3.75,5,1.75,3.75,5.25,46,1.75,1.71,4,3.64,6,5.03,1.58,4.32,6.46
SP1,06/04/2014,Valladolid,Valencia,0,0,D,0,0,D,11,16,5,7,10,13,9,4,1,2,0,0,2.8,3.25,2.5,2.95,3.2,2.4,2.85,3.3,2.35,3.1,3.4,2.25,2.99,3.38,2.56,3,3.1,2.5,2.88,3.3,2.5,3,3.3,2.55,47,3.2,2.92,3.43,3.24,2.59,2.44,2.76,3.51,2.68
SP1,07/04/2014,Levante,Ath Bilbao,1,2,A,0,2,A,11,13,2,5,17,16,2,5,2,1,1,0,3.9,3.4,1.95,3.9,3.4,1.95,3.6,3.3,2,3.8,3.4,1.95,4.21,3.47,2.02,4,3.3,1.95,4,3.5,1.95,4.2,3.4,2,47,4.33,3.95,3.8,3.38,2.02,1.96,4.94,3.7,1.83
SP1,11/04/2014,Osasuna,Valladolid,0,0,D,0,0,D,15,7,1,1,15,12,4,6,0,1,0,0,2,3.4,3.75,2,3.3,3.7,2,3.3,3.6,2.1,3.3,3.6,2.06,3.39,4.16,2.05,3.3,3.6,2.1,3.3,3.75,2.05,3.4,4.1,49,2.1,2.03,3.5,3.32,4.25,3.86,2.17,3.35,3.83
SP1,12/04/2014,Celta,Sociedad,2,2,D,1,2,A,15,19,7,5,14,20,8,7,3,5,1,0,2.3,3.3,3.1,2.4,3.3,2.85,2.6,3.2,2.6,2.4,3.4,2.8,2.44,3.42,3.16,2.5,3.2,2.8,2.4,3.4,3,2.4,3.3,3.12,49,2.6,2.42,3.5,3.31,3.16,2.93,2.41,3.44,3.19
SP1,12/04/2014,Granada,Barcelona,1,0,H,1,0,H,5,29,4,9,10,5,1,13,0,3,0,0,9.5,6.5,1.25,10.5,5.75,1.25,9,6,1.25,10,6.5,1.25,12.43,6.9,1.26,11,5,1.29,10,6,1.29,11,6.5,1.29,34,14,10.29,7.3,6.16,1.29,1.26,11.44,7.24,1.26
SP1,12/04/2014,Real Madrid,Almeria,4,0,H,1,0,H,29,5,13,1,7,7,9,7,0,0,0,0,1.05,15,29,1.05,12,29,1.05,11,25,1.05,13,26,1.06,19,47.5,1.06,11,34,1.05,15,34,1.06,15,41,49,1.07,1.05,23,14.37,51,33.57,1.08,19.06,26.36
SP1,12/04/2014,Villarreal,Levante,1,0,H,0,0,D,12,7,3,2,15,16,2,2,2,2,0,0,1.4,4.2,9,1.45,4,7.75,,,,1.5,4,7,1.46,4.5,8.8,1.5,4,7,1.5,4.1,7.5,1.45,4.2,9,47,1.65,1.46,4.5,4.1,9.04,7.8,1.44,4.53,9.47
SP1,13/04/2014,Betis,Sevilla,0,2,A,0,1,A,17,7,4,5,17,16,8,1,4,4,1,0,3.2,3.4,2.2,3.2,3.4,2.15,3.3,3.3,2.1,3.1,3.4,2.25,3.45,3.64,2.2,3.25,3.25,2.25,3.13,3.4,2.3,3.3,3.5,2.25,49,3.52,3.27,3.65,3.46,2.3,2.16,3.3,3.67,2.24
SP1,13/04/2014,Espanol,Vallecano,2,2,D,1,1,D,6,11,2,5,22,15,2,5,1,3,0,0,1.83,3.5,4.33,1.72,3.6,4.75,1.8,3.5,4.2,1.85,3.6,4.2,1.83,3.77,4.78,1.83,3.5,4.33,1.75,3.75,4.8,1.85,3.7,4.6,49,1.9,1.81,3.8,3.61,4.8,4.43,1.81,3.92,4.74
SP1,13/04/2014,Getafe,Ath Madrid,0,2,A,0,1,A,9,12,2,8,15,15,3,4,3,3,1,0,8.5,4,1.44,7.75,4,1.45,7,4,1.45,7,4,1.5,8.56,4.33,1.49,8,4,1.44,9,4.2,1.44,8.5,4.2,1.5,49,9.7,7.93,4.5,4.12,1.5,1.45,8.9,4.86,1.42
SP1,13/04/2014,Valencia,Elche,2,1,H,1,1,D,8,11,4,5,15,15,6,2,3,2,1,0,1.62,4,5.25,1.55,3.9,6,1.65,3.6,5.1,1.61,3.8,5.5,1.65,3.99,6.19,1.62,3.5,6,1.53,4.2,6.5,1.67,4,5.75,49,1.67,1.61,4.2,3.81,6.5,5.79,1.6,4.01,6.95
SP1,14/04/2014,Ath Bilbao,Malaga,3,0,H,1,0,H,12,10,6,1,11,18,6,2,0,4,0,0,1.4,4.5,8,1.45,4.1,7.25,1.5,4,6.1,1.5,4.2,6.5,1.45,4.72,8.34,1.5,4,7,1.5,4.1,7.5,1.45,4.5,8,45,1.5,1.44,4.72,4.29,8.9,7.64,1.39,5.25,9.08
SP1,18/04/2014,Ath Madrid,Elche,2,0,H,0,0,D,14,8,4,3,7,12,7,6,2,4,0,1,1.2,6,15,1.22,5.75,13.5,1.2,6,12.5,1.22,6,13,1.22,6.8,20,1.2,6,15,1.2,6.5,17,1.22,6.25,20,50,1.25,1.21,7.6,6,20.2,16.15,1.19,7.9,20
SP1,19/04/2014,Levante,Getafe,0,0,D,0,0,D,11,9,2,4,24,18,3,4,4,2,0,1,2.4,3.1,3.1,2.45,3.2,2.85,2.4,3.3,2.75,2.4,3.2,3,2.56,3.2,3.16,2.4,3.1,3.1,2.4,3.25,3.13,2.6,3.2,3.1,49,2.6,2.44,3.3,3.13,3.2,3,2.59,3.27,3.01
SP1,19/04/2014,Osasuna,Valencia,1,1,D,1,0,H,9,13,3,1,16,13,4,9,3,2,0,0,2.7,3.1,2.7,2.7,3.25,2.55,2.6,3.2,2.6,2.7,3.2,2.63,2.75,3.25,2.87,2.8,3.1,2.6,2.8,3.25,2.63,2.8,3.2,2.8,49,2.8,2.67,3.4,3.16,2.87,2.68,2.49,3.56,2.96
SP1,19/04/2014,Sociedad,Espanol,2,1,H,1,1,D,19,8,8,3,10,19,12,2,1,1,0,0,1.75,3.6,4.75,1.7,3.6,5,1.6,3.9,5,1.75,3.75,4.5,1.77,3.82,5.2,1.67,3.75,5,1.8,3.75,4.5,1.8,3.75,4.8,49,1.8,1.73,3.9,3.63,5.5,4.74,1.82,3.92,4.66
SP1,20/04/2014,Almeria,Celta,2,4,A,1,1,D,11,14,3,8,14,11,6,1,5,0,0,0,2.5,3.25,2.8,2.5,3.2,2.8,2.3,3.3,2.9,2.45,3.3,2.8,2.68,3.3,2.91,2.5,3.2,2.8,2.5,3.3,2.9,2.62,3.25,2.9,47,2.68,2.54,3.4,3.23,3,2.8,2.83,3.41,2.67
SP1,20/04/2014,Barcelona,Ath Bilbao,2,1,H,0,0,D,17,11,8,4,16,17,9,4,2,3,0,0,1.2,7,12,1.22,6.25,10.5,1.25,6,9,1.25,6.5,11,1.27,6.75,12.03,1.25,6,11,1.22,7,12,1.25,7,11.5,46,1.27,1.23,7.2,6.33,16,11.38,1.31,6.5,9.6
SP1,20/04/2014,Sevilla,Granada,4,0,H,1,0,H,10,12,5,2,14,13,7,1,2,0,0,0,1.4,4.5,8,1.4,4.5,7.75,1.35,5,7.2,1.4,4.5,7.5,1.4,4.89,9.71,1.4,4.5,8,1.38,4.8,9,1.4,4.6,8.5,47,1.45,1.4,5.1,4.52,9.71,8.23,1.35,5.53,9.92
SP1,20/04/2014,Vallecano,Betis,3,1,H,2,0,H,16,12,8,3,17,15,5,2,4,2,0,0,2,3.4,3.75,2,3.4,3.6,1.85,3.5,3.9,2,3.5,3.6,2.04,3.7,3.83,2,3.4,3.75,2,3.5,3.8,2.05,3.5,3.6,47,2.1,2.01,3.7,3.45,3.9,3.64,1.83,3.86,4.66
